,track,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top-track
1424,What I Do,4mTGhomXLeE4efEb58w2RY,0.692,0.581,5.0,-7.647,0.0,0.0292,0.0858,0.000648,0.191,0.247,125.016,215517.0,False
1425,Les Merdes,2GDWy8sF5f8V9ryQlCoJA7,0.575,0.629,4.0,-7.157,1.0,0.0265,0.0644,3.72e-06,0.106,0.372,139.929,188920.0,False
1426,Desperté,48mJyMMZs8wVWd3GzlAehh,0.758,0.252,1.0,-11.928,1.0,0.224,0.861,0.0,0.129,0.589,126.39,208378.0,False
1427,A Volar,65aTVZSJzFka4sXrlVeqo5,0.766,0.658,11.0,-8.057,1.0,0.0447,0.49,4.11e-06,0.214,0.964,110.138,206493.0,True
1428,Zalamera (Sístole),2bEYlIm1YoQ4MzIy7YNnTS,0.732,0.534,6.0,-8.171,1.0,0.0344,0.0612,7.66e-06,0.136,0.762,108.041,198889.0,False
1429,No Te Lo Diría,5GkAU2edbh0jRmuMJNHviz,0.635,0.306,7.0,-8.101,1.0,0.0323,0.856,0.0,0.0867,0.424,128.159,256184.0,False
1430,Entre Tú Y Yo,1KIZwblKdC0v1ndP3CyLr4,0.827,0.741,9.0,-7.084,1.0,0.0999,0.572,2.1e-05,0.315,0.944,109.944,220387.0,False
1431,We're On Our Way,70QynIAwYJGIIN0ZYA3VKE,0.577,0.578,7.0,-12.345,1.0,0.0371,0.533,0.879,0.394,0.359,74.237,247853.0,False
1432,We Belong Together,3pXU8YwIkMcppAAZotKM56,0.875,0.508,1.0,-5.519,1.0,0.0598,0.584,0.0,0.0654,0.84,128.026,143750.0,False
1433,Just Right,2wug2dwkEJVvtP8F2K2nza,0.304,0.405,10.0,-10.218,1.0,0.0414,0.444,2.99e-06,0.11,0.126,82.271,340022.0,False
1434,Everything's Gonna Be Alright,4rESo57UnSZbDW6haXnCl8,0.716,0.408,2.0,-6.979,1.0,0.048,0.771,3.61e-06,0.195,0.591,79.095,156636.0,False
1435,For You,2SvO59G9QOuDjdcli1rEYV,0.644,0.782,2.0,-5.848,1.0,0.0278,0.758,0.0,0.215,0.511,91.023,202582.0,False
1436,Waiting for the Sun,1rfl0UMdxx0baDaBxqJZ2u,0.633,0.918,9.0,-3.691,1.0,0.0281,0.0862,0.000844,0.324,0.69,129.966,180277.0,False
1437,I'm Yours,3S0OXQeoh0w6AY8WQVckRW,0.703,0.444,11.0,-9.331,1.0,0.0417,0.559,0.0,0.0973,0.712,150.96,242947.0,False
1438,You Are Home,6PkfYxkRiwtlGT4xgtvtnP,0.858,0.461,0.0,-6.883,1.0,0.0416,0.33,8.07e-05,0.384,0.96,119.967,147001.0,False
1439,Waiting for a Change,2otgzg7jsAS7Ds8U6T6zF5,0.411,0.42,1.0,-6.637,1.0,0.0264,0.514,2.1e-06,0.226,0.0935,155.633,179943.0,False
1440,I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406,240166.0,False
1441,Hello,6Emt5Om1moy4iATYg3tP4i,0.639,0.546,7.0,-6.519,1.0,0.0268,0.72,1.55e-05,0.237,0.551,96.066,208597.0,False
1442,Do It for Love,7gqBt0FlicMwueCnXxIMmX,0.465,0.537,5.0,-9.787,0.0,0.0461,0.704,4.44e-06,0.12,0.676,80.058,206469.0,False
1443,You Make Me Happy,68pmau9FpqIwRjryGd2dDn,0.764,0.68,1.0,-4.84,0.0,0.0806,0.617,0.0,0.0862,0.416,123.958,201943.0,False
1444,Lucky,2qLMf6TuEC3ruGJg4SMMN6,0.625,0.414,0.0,-8.7,1.0,0.0369,0.294,0.0,0.151,0.669,130.088,189613.0,False
1445,Change the World,4ydTQ4JZm5ZxcO7OxGxMBP,0.764,0.34,8.0,-7.742,0.0,0.0386,0.893,5.9e-06,0.09,0.345,104.975,216273.0,False
1446,Hold Your Hand,04DrGD7Du4rT7JPYTl8YuX,0.513,0.547,11.0,-8.966,1.0,0.0542,0.611,0.0,0.146,0.401,83.674,207729.0,False
1447,On Top of the World,2klVj9ANtLx1uD4QSGEpkC,0.591,0.559,4.0,-10.037,1.0,0.0291,0.872,0.033,0.122,0.42,115.955,194547.0,False
1448,Have It All,7BXW1QCg56yzEBV8pW8pah,0.643,0.638,1.0,-4.947,0.0,0.0407,0.204,0.0,0.0707,0.6,82.001,226107.0,False
1449,You Stole My Heart,2FAT2RyTlGTfWWHtqtKIxg,0.735,0.668,11.0,-6.123,1.0,0.0277,0.43,4.14e-06,0.154,0.646,110.021,183399.0,False
1450,Stay,7lDyDUl4JSlFLoSb8mJLdf,0.766,0.762,1.0,-6.718,0.0,0.0455,0.586,0.00384,0.112,0.406,110.01,129273.0,False
1451,Carry Me Back Home,29o8opQTbUwtOAKT5Y6vXA,0.429,0.229,7.0,-9.664,1.0,0.032,0.89,0.0,0.11,0.371,142.31,244919.0,False
1452,Safe and Sound,50JrgmKPI1v4ol2aCA8J6r,0.604,0.36,0.0,-10.433,1.0,0.0253,0.758,0.000679,0.0977,0.241,107.988,194133.0,False
1453,Castle on the Hill - Acoustic,5X6TnKT37TaSDkFm0598Uo,0.563,0.26,2.0,-5.856,1.0,0.0391,0.518,0.0,0.146,0.616,145.561,226227.0,False
1454,We All Need Love,6IBoKU9nPHWskADzHt5d0n,0.702,0.292,10.0,-11.525,1.0,0.0317,0.972,0.000271,0.11,0.185,116.954,229615.0,False
1455,Shape of You - Acoustic,5ULRlgiSPSKTaJN1vU9yso,0.843,0.4,8.0,-5.576,0.0,0.103,0.49,0.0,0.125,0.927,100.728,223573.0,False
1456,It's Been You,1bZxPsSMCPUyewtnzxXPR4,0.625,0.633,3.0,-4.016,1.0,0.0401,0.798,0.0,0.143,0.742,77.972,208365.0,False
1457,Angela,6Zz5CiVpQk2Fz2nV8m3YQm,0.668,0.563,4.0,-8.23,1.0,0.0305,0.649,0.000347,0.11,0.289,130.366,201786.0,False
1458,Best Day,5J6Hcz2VNDfanAL7wJgg8r,0.692,0.652,10.0,-5.631,1.0,0.0321,0.112,2.99e-06,0.103,0.943,106.971,170491.0,False
1459,Ho Hey,1K3LRUEcUz5FMtPYyg0F45,0.682,0.471,0.0,-9.182,1.0,0.0301,0.765,0.0,0.0908,0.421,79.907,163133.0,False
1460,Beautiful Day,6B6YFvgVeUH6TQI2wQSaGn,0.746,0.643,2.0,-5.924,1.0,0.0307,0.817,0.00139,0.107,0.949,119.99,191525.0,False
1461,The Glory of Love,09epz37pTUTyVMPfN9urp0,0.737,0.249,6.0,-8.613,1.0,0.0413,0.943,6.22e-05,0.11,0.719,82.039,174034.0,False
1462,The A Team,1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996,258373.0,False
1463,Wannabe,0EJ2Uf3sfGpw9jKDPkQDbY,0.647,0.362,11.0,-7.325,1.0,0.418,0.829,0.0,0.121,0.581,175.65,147261.0,False
1464,The Wrong Direction,3pjDG0caHUerFWdXZHjzmv,0.692,0.661,5.0,-6.357,1.0,0.038,0.359,1.09e-06,0.102,0.782,127.986,221240.0,False
1465,Pictures,4VK8AcVePEbC7mhWbIlcK6,0.728,0.661,10.0,-4.73,1.0,0.0497,0.281,0.0,0.139,0.305,130.101,232702.0,False
1466,Married in Las Vegas,2hZKPQdNIuskjJz9hehg7W,0.796,0.731,1.0,-5.552,1.0,0.0523,0.324,1.29e-05,0.266,0.961,94.995,170792.0,False
1467,Human Being,3RmttR6qsydTvH0iQceRGv,0.423,0.3,0.0,-8.566,1.0,0.028,0.88,0.0,0.108,0.0822,135.601,212814.0,False
1468,Budapest,7GJClzimvMSghjcrKxuf1M,0.714,0.451,5.0,-8.268,1.0,0.0276,0.0883,0.0,0.108,0.406,127.787,200720.0,False
1469,London,7hS3i9y9gi81OOFT1rCfSU,0.443,0.165,2.0,-20.735,0.0,0.0307,0.658,0.927,0.358,0.106,78.882,158613.0,False
1470,Key,1j2uOajBXtB0dV7gmaUIwG,0.619,0.512,1.0,-7.57,1.0,0.0352,0.549,0.0,0.417,0.204,109.934,115636.0,False
1471,Joshua Tree,5H4s0E08rg6xIOl4hELDVr,0.705,0.5,7.0,-9.477,0.0,0.0326,0.0199,1.38e-05,0.509,0.291,113.955,120746.0,False
1472,Illusion,1aDbLTKZNElms1Fe9lIFCJ,0.79,0.368,11.0,-14.033,0.0,0.0537,0.352,1.83e-05,0.11,0.6,115.954,110172.0,False
1473,Like a Dream,6gOFS1DicuJRiLSB4ZDorp,0.737,0.476,0.0,-15.889,1.0,0.0378,0.583,0.0049,0.172,0.309,117.076,151795.0,False
1474,One Track Mind,2TL5DbAuGmtLS0V6IlszFO,0.854,0.597,11.0,-7.613,1.0,0.144,0.507,0.0028,0.364,0.61,114.953,135893.0,False
1475,Take Me Home,2gOZen8zPpGCJSFqdsHpJQ,0.604,0.53,7.0,-10.365,0.0,0.0896,0.559,0.0,0.157,0.425,121.703,132541.0,False
1476,Before the Sun Sets,7j5IEblPv4Q15WE667AlGb,0.655,0.611,7.0,-7.325,1.0,0.1,0.649,0.000685,0.369,0.419,115.887,120776.0,False
1477,Stay by My Side,2wk7mBr6JlorYMwESY7lyi,0.599,0.469,9.0,-8.369,1.0,0.0358,0.725,0.000101,0.0903,0.283,120.114,111167.0,False
1478,Time After Time,3hEPKX4FgfYPhBjSw1Nejq,0.609,0.635,11.0,-7.151,0.0,0.24,0.215,4.88e-05,0.424,0.278,116.063,161053.0,False
1479,Sleepless Nights,2DxY2h8fnjo9cLlchKgpnf,0.697,0.559,2.0,-11.104,0.0,0.0306,0.507,0.0415,0.106,0.413,115.913,126724.0,False
1480,The Sun,5xy8yHtC2E9mbVT45Z1VpO,0.452,0.352,11.0,-17.66,1.0,0.138,0.733,0.00578,0.155,0.0761,110.867,157838.0,False
1481,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560.0,False
1482,Holds the Light,4jZ9jTZGCd0pi2MDd01rAi,0.601,0.607,9.0,-6.886,1.0,0.0689,0.262,0.000101,0.108,0.386,105.022,140571.0,False
1483,Malibu,1ccuOscz35pbW1llFDofXP,0.732,0.473,5.0,-12.431,0.0,0.131,0.755,0.026,0.146,0.455,117.042,128333.0,False
1484,Whole Again,7eC4yTQFVjBcpgGZvnKM7I,0.506,0.642,2.0,-6.152,1.0,0.0612,0.687,0.0,0.158,0.194,100.161,129600.0,False
1485,Let Go,1gaECOseSdxvwqwhIMM02s,0.727,0.548,6.0,-8.012,1.0,0.0424,0.00706,0.000115,0.201,0.39,119.473,179927.0,False
1486,Hollow,6yp7ooyd0KPQXgzJ554sNs,0.702,0.56,3.0,-6.871,0.0,0.0411,0.405,0.00192,0.274,0.275,114.903,112174.0,False
1487,Torn,2SWyPUuh4xfYkH7EUH5qgZ,0.707,0.382,9.0,-12.62,1.0,0.251,0.419,0.0,0.108,0.372,101.942,122494.0,False
1488,Letter to Myself,2fQcm1vT4hCJVhKOEy1p0S,0.632,0.415,2.0,-14.505,0.0,0.0496,0.374,0.782,0.107,0.064,103.941,115385.0,False
1489,Young Love,6g8XfNudnqFt5xPdPlsdE1,0.665,0.525,0.0,-12.018,1.0,0.0354,0.478,0.00113,0.451,0.472,104.965,112571.0,False
1490,9 PM,0R6iI9Z9Zj0h6BvHO4o2P9,0.702,0.33,0.0,-16.431,1.0,0.303,0.663,0.786,0.111,0.115,107.977,120000.0,False
1491,My Favourite One,4mTNWhVEX4IY7BbsjHeDxK,0.582,0.365,0.0,-13.711,1.0,0.0387,0.475,0.000964,0.295,0.285,114.014,104737.0,False
1492,Breathing,72swvLCB5CIcNniL0vfdBR,0.813,0.453,0.0,-10.749,0.0,0.0773,0.612,9.41e-05,0.109,0.351,117.036,124103.0,False
1493,Getting There,1YdUjBLiapo6at7XhMn0mq,0.689,0.634,2.0,-8.389,0.0,0.0474,0.646,0.0168,0.111,0.252,119.944,156500.0,False
1494,Memory Lane,1XtbzoLsODGIgBue1oXbMG,0.653,0.618,11.0,-11.783,0.0,0.0285,0.312,0.0249,0.23,0.476,114.988,144261.0,False
1495,In the Dark,5MnMS8DIB4oIdbaFRqgiC6,0.779,0.499,7.0,-10.039,0.0,0.0474,0.421,0.000255,0.34,0.283,115.039,131478.0,False
1496,Another Day in Paradise,4hXg3iSVnF27KRLtXyh1oH,0.756,0.696,2.0,-7.075,0.0,0.0641,0.166,0.0068,0.4,0.308,121.021,161157.0,False
1497,Let Us Drive,4rLVsInGwwMytBFC1hCmT1,0.756,0.478,0.0,-10.306,1.0,0.0881,0.335,5.95e-05,0.366,0.566,115.0,120506.0,False
1498,Like Waves,4pu0i6omwdncjl29sNPoNb,0.664,0.446,7.0,-14.091,0.0,0.0468,0.149,6.91e-05,0.818,0.247,110.009,142364.0,False
1499,love u a little more,6khrEq9cohMhzMJpr6ItZz,0.574,0.531,3.0,-7.051,1.0,0.0885,0.755,8.88e-06,0.152,0.571,100.067,109800.0,False
1500,Someone You Love,2S7L5RKzVrE1T8gTCPJm71,0.636,0.367,7.0,-13.041,0.0,0.0747,0.766,2.31e-06,0.0932,0.48,114.938,123130.0,False
1501,When It Rains,2mKVViSvCCrm6dzBCuLWyd,0.778,0.382,10.0,-13.58,0.0,0.15,0.531,0.000517,0.245,0.372,112.984,117743.0,False
1502,Into the Blue,7zMHxNIw0M00Bqfg7zwjxj,0.691,0.33,0.0,-9.534,0.0,0.0328,0.869,0.000238,0.293,0.231,114.839,137739.0,False
1503,You Got Me,1DCTUID28mJuPybdseYbyz,0.714,0.263,11.0,-19.76,1.0,0.0467,0.667,0.161,0.13,0.368,118.028,105763.0,False
1504,Behind Blue Eyes,6vzaB8iwzLotT36pwAfFCp,0.622,0.486,1.0,-8.738,1.0,0.439,0.156,4.63e-06,0.384,0.272,119.982,130629.0,False
1505,Follow Me (Into the Sun),1am9iMOzvV1VrhwCBsPmbc,0.691,0.663,5.0,-8.913,1.0,0.209,0.51,0.00189,0.141,0.394,115.753,95690.0,False
1506,Endless Holiday,4VYO8vJT7ONfdbXjX9gSVd,0.727,0.37,0.0,-11.645,0.0,0.077,0.798,0.0,0.433,0.476,111.942,140357.0,False
1507,Aurora,5w6aGaLoE1WT3i4Gtb6fzg,0.607,0.367,11.0,-15.221,0.0,0.035,0.165,0.645,0.233,0.254,110.035,126000.0,False
1508,Rhythm of My Heart,6Geuq74b7to0pztVl8oyXi,0.54,0.598,1.0,-11.278,0.0,0.0745,0.269,0.000405,0.332,0.704,106.943,112617.0,False
1509,Existe El Amor,1vrFjapAsAdYA2Xmtry5de,0.66,0.44,7.0,-8.416,1.0,0.0301,0.49,8.44e-05,0.53,0.301,105.956,125094.0,False
1510,Looking for You,4Hh6lJfX2pOVPqdfJ8GmZv,0.555,0.582,1.0,-9.124,0.0,0.0293,0.61,0.00107,0.239,0.266,106.026,115189.0,False
1511,Some Way,0SbJETwSvHyo2uwsPwg1GF,0.581,0.665,7.0,-9.298,1.0,0.06,0.0769,0.000239,0.581,0.338,110.064,135273.0,False
1512,Chasing Dreams,5xV7NL7wEfUurJAEnvrs1o,0.706,0.429,2.0,-10.688,1.0,0.0986,0.313,2.5e-06,0.506,0.157,107.022,137664.0,False
1513,In Vain,5z9qYfQyxiRiAgvyk6Y11y,0.613,0.344,6.0,-13.823,0.0,0.0345,0.138,2.66e-05,0.674,0.555,104.839,111143.0,False
1514,Tomorrow's on The Way,1hF7lbb1oFwWJKcJlziywN,0.834,0.582,2.0,-8.062,0.0,0.105,0.408,7.14e-05,0.128,0.441,104.957,111429.0,False
1515,Almost a Lover,2Kz5VfjMtgbvEOfUc0RU2F,0.453,0.422,5.0,-13.732,0.0,0.0374,0.783,6.26e-06,0.14,0.448,102.123,121471.0,False
1516,Swim,7qHfaAlihkWeA4Xu60v3Pi,0.687,0.453,6.0,-11.823,1.0,0.0698,0.154,0.63,0.363,0.0872,92.949,127097.0,False
1517,Monument Valley,0hdwByRwt345Z5nbtkFZc5,0.694,0.419,7.0,-12.079,1.0,0.0507,0.486,1.06e-05,0.122,0.165,96.964,121490.0,False
1518,Be Alive,0p874cho40bM8HTxGaorjx,0.559,0.519,11.0,-11.287,0.0,0.085,0.305,0.0148,0.194,0.241,100.037,142200.0,False
1519,I'll Be Alright,0oflTn1bxRy8HLcB2TLxQ8,0.652,0.653,1.0,-8.454,1.0,0.035,0.281,0.253,0.173,0.201,100.028,127500.0,False
1520,Wanderlust,0xQvDgJY4HRBsRJp8ob5X0,0.788,0.392,0.0,-11.323,1.0,0.0571,0.72,0.78,0.169,0.294,105.018,111750.0,False
1521,For the Night,2mjSiVGmVNOWrGmKx4BrXb,0.628,0.333,6.0,-16.214,0.0,0.0509,0.377,0.00424,0.299,0.391,105.138,156571.0,False
1522,Ocean Eyes,4l7gfaL2EDvuJWEuLcNpvA,0.612,0.626,2.0,-10.925,0.0,0.042,0.0672,0.00112,0.275,0.548,102.013,105882.0,False
1523,In the Air Tonight,5UlbzsUMkLUZS1k3ctEDX8,0.593,0.632,7.0,-8.215,0.0,0.193,0.75,0.00522,0.472,0.435,108.009,119583.0,False
1524,Used to Be,1IFTXJxUHi27k99C9Vbl5j,0.699,0.551,1.0,-9.898,0.0,0.0564,0.274,0.019,0.131,0.262,110.07,159273.0,False
1525,Road 85,0A6zWnazFaOciUC6z3eqLH,0.616,0.593,2.0,-12.991,1.0,0.0488,0.151,0.00136,0.166,0.235,110.03,108409.0,False
1526,True Love,1w6lRo2aEfxCShmR3mXQVr,0.698,0.674,5.0,-6.888,0.0,0.0458,0.65,0.00278,0.345,0.29,109.849,132044.0,False
1527,Let Me Out,3pwI3dH47MCTupCg1WjQTL,0.785,0.283,1.0,-13.395,0.0,0.107,0.736,1.71e-06,0.167,0.221,116.951,120513.0,False
1528,Alive,3QL8lC29II0KNsDtPh1UyU,0.671,0.523,5.0,-8.541,1.0,0.0604,0.0414,0.000303,0.842,0.234,118.007,153051.0,False
1529,Live a Life You Will Remember,5QBSUwkRrgbcdAx1SDL9Th,0.618,0.567,3.0,-11.827,0.0,0.147,0.297,2.78e-05,0.471,0.265,117.15,150256.0,False
1530,Moonlight,1RuxVeNflSBKHfPiejlnu0,0.739,0.282,0.0,-16.588,1.0,0.543,0.926,6.14e-06,0.108,0.28,101.952,95882.0,False
1531,What I Have with You,76yso71etUd9iGbm1tqR0a,0.608,0.486,2.0,-8.78,1.0,0.0463,0.716,6.31e-06,0.117,0.572,104.106,142500.0,False
1532,A Love that Loves,7rpO4TBnlWVI01Z63HsJie,0.542,0.505,9.0,-6.619,1.0,0.119,0.667,0.0,0.157,0.481,92.062,118370.0,False
1533,Down,6P0h5MsAGReeMk3cn2H6xJ,0.567,0.381,2.0,-15.298,1.0,0.0448,0.729,0.0973,0.132,0.111,92.03,106630.0,False
1534,Flow,4pkzg9DB6sDxbPYnakbVVd,0.821,0.347,1.0,-15.346,0.0,0.0923,0.817,0.149,0.155,0.0793,105.074,116571.0,False
1535,Head Over Heels,3pYmfiXXTIbtl37XxGdV8G,0.896,0.504,2.0,-8.682,0.0,0.0482,0.689,0.00766,0.128,0.407,112.011,123214.0,False
1536,Thinking Bout You,3zKugWccmjRYXmfTk2Uhdz,0.492,0.549,5.0,-11.042,1.0,0.138,0.735,0.000129,0.11,0.247,191.957,147500.0,False
1537,Ocean View,3lTwoQPiDlJqn6dRoE0Adl,0.572,0.293,1.0,-14.133,1.0,0.0831,0.862,0.0479,0.124,0.381,106.96,110888.0,False
1538,Ocean Avenue,44ryv4o9yTPKRtR3dmsIBD,0.619,0.322,8.0,-13.006,1.0,0.0547,0.728,0.000178,0.173,0.317,109.172,114358.0,False
1539,Falling for You,3fNPuMvBgkGbl0zzYO9FFi,0.933,0.303,9.0,-10.063,1.0,0.0597,0.855,0.000519,0.129,0.602,109.997,124364.0,False
1540,On Repeat,1Ik8e3jklNYguREjAai4kb,0.783,0.431,0.0,-14.444,1.0,0.0558,0.871,0.112,0.119,0.22,111.938,129643.0,False
1541,Only Thing,4NXyx7lOlbdgXEkQS1G867,0.481,0.521,11.0,-8.958,0.0,0.0448,0.656,0.000703,0.462,0.242,112.896,121062.0,False
1542,Tightrope,7CIKrfiUZiNsPtPIOExRNS,0.823,0.453,1.0,-10.306,0.0,0.041,0.674,0.00396,0.133,0.389,111.963,123750.0,False
1543,Leave Me Low,1fhFDn9W8ehz6rqomxDUW4,0.733,0.411,10.0,-11.507,1.0,0.0407,0.54,0.00169,0.182,0.359,125.03,178560.0,False
1544,The Light,5F9NbJZJBoaMCtqGE2DVGs,0.46,0.42,10.0,-13.705,0.0,0.0499,0.0938,0.0,0.136,0.282,98.624,100408.0,False
1545,Never Stop Dreaming,0zTaQIJWkEWvsxhpY6A3c5,0.566,0.611,2.0,-7.371,0.0,0.0773,0.269,0.00141,0.0733,0.0931,89.403,118681.0,False
1546,Nightfall,36MDQIfpwiFMXihrEeaQNo,0.579,0.352,2.0,-15.726,1.0,0.0668,0.77,0.0315,0.104,0.229,93.054,105806.0,False
1547,I Lost My Mind,1zj1h0jwSvO5nMMUW1deH0,0.561,0.35,2.0,-14.376,1.0,0.0319,0.0627,0.076,0.1,0.173,98.06,105918.0,False
1548,Wild Eyes,7GbVyjKvyo9BvBOIKnXYLZ,0.635,0.435,11.0,-12.864,0.0,0.05,0.159,0.575,0.205,0.102,98.069,120000.0,False
1549,Summertime,1ijqGNeQBWYSO9X5YyaQdo,0.671,0.346,8.0,-13.341,0.0,0.051,0.403,0.846,0.159,0.238,100.03,122175.0,False
1550,Sad in July,5tvuJ9ZEdyGr8M9CLGrAgw,0.687,0.465,4.0,-13.915,0.0,0.0772,0.247,1.2e-05,0.0798,0.18,100.065,136800.0,False
1551,The Way,7AcTEkkDwIGwYsl251tEjN,0.747,0.651,1.0,-4.203,0.0,0.16,0.611,0.00354,0.393,0.244,103.99,114375.0,False
1552,Late Night Car Talks,25qBZ9T39CQ6xiGRtLAqGE,0.387,0.398,7.0,-11.509,0.0,0.0316,0.441,0.0,0.431,0.643,101.311,130286.0,False
1553,When the Sun Goes Down,18AOpZrJFIiFz946LFUXiB,0.769,0.463,2.0,-14.993,1.0,0.0473,0.555,0.0657,0.312,0.269,117.07,134231.0,False
1554,Still on My Mind,6tsgmTbVDKXPVZlNYVpylr,0.716,0.413,2.0,-11.443,1.0,0.0371,0.804,0.81,0.0847,0.117,102.97,124660.0,False
1555,New Beginning,0Dr64su0wE4mT9MlNPNB71,0.567,0.457,0.0,-13.302,1.0,0.0288,0.113,0.00267,0.199,0.166,109.978,132000.0,False
1556,Crying Rivers,7ECHSAmVIUjtTCz0tkzeT1,0.841,0.475,11.0,-15.066,1.0,0.0355,0.668,0.794,0.115,0.556,105.025,120075.0,False
1557,Wherever You Go,04PFmhMcPH9AmbD8SsNEaF,0.781,0.61,8.0,-8.544,1.0,0.0299,0.301,0.00111,0.177,0.81,110.028,150000.0,False
1558,Maybe Forever,5WEnqVbJIwMfZFtt9Uzvda,0.762,0.639,0.0,-6.888,1.0,0.117,0.704,0.00129,0.129,0.633,105.011,145143.0,False
1559,Found You,6xRwyjj47ZusjfUYtqxj8v,0.69,0.475,0.0,-12.677,1.0,0.156,0.473,6.87e-05,0.205,0.336,115.909,118965.0,False
1560,Can't Say No,50SsIA2Gmd1E4BpwZTsWiQ,0.647,0.378,0.0,-12.798,0.0,0.0545,0.48,0.000849,0.166,0.148,111.948,111295.0,False
1561,I Wanna Go,5GXOvoBf9PGIfmpjHf7Bo6,0.667,0.39,11.0,-12.9,0.0,0.032,0.133,0.000193,0.191,0.437,109.925,116182.0,False
1562,You're My Lover,7pGeQ9LAiV8x1QBDhDT0D0,0.713,0.331,3.0,-14.405,0.0,0.0394,0.492,0.000843,0.182,0.355,109.948,117911.0,False
1563,Far Away,0mJLulL3XQcoITz4wv8G6k,0.675,0.496,2.0,-13.906,1.0,0.0336,0.223,0.000686,0.342,0.424,109.974,133636.0,False
1564,Like We Used To,6yABMtRH8GtBw6Y7eawbfo,0.616,0.655,4.0,-5.989,1.0,0.0334,0.235,0.258,0.0933,0.349,108.006,126528.0,False
1565,Benediction,1RzVZxakvpqn7y7p62iU0i,0.834,0.424,3.0,-16.572,1.0,0.465,0.85,0.841,0.127,0.389,119.973,159017.0,False
1566,Chevrolet,34MZNSs5u18dx1iAazOdjj,0.63,0.658,7.0,-8.196,1.0,0.0305,0.0497,0.00412,0.882,0.148,117.002,133333.0,False
1567,Hearts Collide,3EbeZtfFbp2zAYZyJv55Kg,0.668,0.657,5.0,-9.867,1.0,0.0607,0.795,0.118,0.279,0.246,116.051,118966.0,False
1568,So Easy to Love You,52yq0r1kM8K6ZhAdcyZvJu,0.658,0.445,5.0,-7.667,1.0,0.0283,0.62,0.0,0.349,0.223,112.007,122277.0,False
1569,Made for Us,7tIOBS4mZzpAoVDBFdOEhW,0.73,0.723,2.0,-5.381,1.0,0.0344,0.124,2.92e-05,0.383,0.787,116.973,101538.0,False
1570,Somebody Like You,6t0qnREJkdyH5Ojehn0kZg,0.761,0.675,8.0,-7.342,1.0,0.0431,0.188,0.000256,0.0945,0.324,94.994,193585.0,False
1571,Good Vibes,6iM5YlBhftinw3qHJdd2qp,0.92,0.63,0.0,-5.973,1.0,0.0529,0.462,0.00293,0.1,0.486,117.999,109831.0,False
1572,Autumn,6JE7vpPPqkbJAPmSif20Sq,0.656,0.333,10.0,-18.647,0.0,0.0286,0.906,0.161,0.105,0.526,110.007,125766.0,False
1573,Someone Else,5lj1H2fMENqNAhVdrmOkRG,0.593,0.403,0.0,-14.28,0.0,0.0701,0.507,0.0319,0.127,0.353,107.074,146916.0,False
1574,Dancing with The Moon,5irDsMKJAVAMTbTC8NChLy,0.699,0.517,5.0,-9.097,1.0,0.0401,0.466,1.06e-05,0.168,0.33,104.926,128000.0,False
1575,Rhythm of Your Heartbeat,5mNguZtsGMo0KSiPoEsvf4,0.63,0.624,1.0,-8.028,1.0,0.0532,0.329,3.46e-06,0.58,0.391,110.099,126545.0,False
1576,What U Waiting For,3mhdVQJbfKUmIBnifQ7yM3,0.631,0.549,9.0,-9.945,1.0,0.0465,0.136,6.2e-06,0.685,0.278,110.033,100364.0,False
1577,Doves,3En9K3VwSi5HAv2vqPBO6E,0.825,0.312,11.0,-12.942,0.0,0.0596,0.409,0.264,0.108,0.313,109.958,146727.0,False
1578,Lighthouse,3KGbQLrg2Lj0JH2W81LhO4,0.542,0.875,1.0,-3.068,1.0,0.0321,0.0795,1.07e-05,0.061,0.244,154.945,167663.0,False
1579,First Day,6SFb98cOW31efgoYswPb9l,0.668,0.57,5.0,-9.317,0.0,0.0283,0.622,0.365,0.254,0.239,111.944,122982.0,False
1580,Miracles,5go8VqRKBuPFPBWcyJNlcc,0.76,0.434,11.0,-13.384,0.0,0.0528,0.902,0.000544,0.106,0.234,113.933,142105.0,False
1581,Thinkin' About You,4RI44Enorlzs9ytJ3nE4Jh,0.662,0.46,7.0,-6.593,0.0,0.0359,0.812,0.0255,0.0757,0.119,115.027,137739.0,False
1582,Chasing Stars,59nRRE7SloZ2WiYHkndmro,0.675,0.509,11.0,-10.818,0.0,0.0293,0.676,1.51e-05,0.131,0.217,109.961,123817.0,False
1583,Pretty Lies,0RaDxGeEvSYfgZGtGB6KIv,0.605,0.482,3.0,-9.118,1.0,0.0264,0.692,0.00173,0.296,0.209,105.066,116374.0,False
1584,In the Sky,5T5rO4oqOLDHSqa6WePzz3,0.541,0.677,11.0,-10.171,1.0,0.0488,0.868,8.79e-05,0.402,0.168,111.906,106071.0,False
