,track,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top-track
1585,City Lights,0q8zQwTzAeSKX3GgqlWNDF,0.731,0.524,2.0,-8.899,1.0,0.0376,0.724,0.000879,0.352,0.408,118.002,120763.0,False
1586,Off My Mind,3vTr9O9gEStKRoBNUPbSXF,0.798,0.377,11.0,-9.938,0.0,0.0505,0.574,0.000991,0.0928,0.338,118.005,124195.0,False
1587,Heaven,0vrmHPfoBadXVr2n0m1aqZ,0.592,0.873,9.0,-5.65,1.0,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262.0,False
1588,Down from This High,22Vc2xWl37s1f0P9cbjIdR,0.708,0.634,0.0,-8.588,1.0,0.0352,0.0659,0.0,0.231,0.351,106.055,110377.0,False
1589,Last Night,1hrAQcYSB04pglky6NjYRw,0.832,0.659,11.0,-7.53,0.0,0.0325,0.221,0.000299,0.273,0.527,115.058,144522.0,False
1590,Lost Things,3fSwHbIIsBbjGoJXCLFkOp,0.613,0.373,10.0,-16.609,1.0,0.0463,0.782,0.356,0.0983,0.189,119.89,145250.0,False
1591,Alibi,3JHiGCxTJCPEPeBcSpRWJF,0.559,0.369,8.0,-12.689,1.0,0.0496,0.724,2.67e-06,0.474,0.452,113.02,123451.0,False
1592,Paradox,5shwCOL2t5w0IDUgvqzSBh,0.663,0.577,5.0,-12.802,1.0,0.277,0.714,0.944,0.146,0.179,108.127,111667.0,False
1593,Upside Down,08rMTQOpX5weLRWCdDwosK,0.772,0.423,8.0,-10.976,1.0,0.0477,0.387,0.0,0.172,0.417,106.962,157009.0,False
1594,Take Me to The Stars,1QhdwIwROwoOklvGpBicMD,0.638,0.474,2.0,-7.987,1.0,0.0815,0.329,6.82e-06,0.41,0.267,174.007,124138.0,False
1595,Under Water,4b6QTCGNnMV0yT8dyTo72t,0.684,0.561,5.0,-8.369,1.0,0.0404,0.57,0.0408,0.0947,0.279,115.995,118190.0,False
1596,Stars,321gv2jshdnYZ2hZSjPwuI,0.538,0.749,4.0,-2.922,0.0,0.0359,0.0626,0.0,0.436,0.0855,128.002,238125.0,False
1597,Wasted Heart,5iDkUE5DcnEUvingHGqFrj,0.663,0.455,11.0,-13.672,0.0,0.0817,0.614,0.555,0.116,0.141,107.999,144444.0,False
1598,Take Me Dancing,7J9SWm2yp6mDmbM4ESRCAQ,0.702,0.446,11.0,-15.857,1.0,0.197,0.624,0.000781,0.592,0.107,114.01,140526.0,False
1599,Co-Star,24csxZU2unupMUDHasHfy4,0.648,0.32,0.0,-15.321,0.0,0.0777,0.178,0.00782,0.113,0.395,109.947,141818.0,False
1600,On My Mind,683bz6XpUvJOG16eJZlxZS,0.715,0.47,5.0,-8.606,1.0,0.0379,0.675,0.00016,0.256,0.356,119.973,132000.0,False
1601,Ocean,4fMjZjNrxwKHZwKrLBzrdV,0.632,0.41,7.0,-12.066,1.0,0.04,0.769,0.00321,0.103,0.527,104.007,143714.0,False
1602,Sundown,5kwVNldgZXSICPob1RFSnu,0.651,0.468,10.0,-15.614,0.0,0.143,0.647,0.703,0.0996,0.294,104.035,117981.0,False
1603,I Think I Like It,4h6qkEmM0CQGmtlgyLoiQS,0.611,0.577,9.0,-7.87,1.0,0.0261,0.527,0.0713,0.142,0.311,102.956,131796.0,False
1604,Move On - Chill Edit,5b0CE2qepSGqVVozdoQBwj,0.791,0.55,0.0,-7.598,1.0,0.0572,0.764,1.98e-05,0.0662,0.418,97.035,142887.0,False
1605,Sunset Love,4C68cznvnjF96m0nqtq0NV,0.583,0.293,11.0,-14.757,1.0,0.0786,0.894,0.0155,0.138,0.115,90.955,108132.0,False
1606,Deeper Dive,68JykFEO4KSywbP7avbog4,0.634,0.377,11.0,-13.509,0.0,0.0513,0.635,0.0,0.169,0.362,98.995,116364.0,False
1607,Road Trip,1dYQGKg95iWiHs5gtYyfbF,0.571,0.502,3.0,-10.249,0.0,0.114,0.179,2.64e-06,0.118,0.355,175.902,147273.0,False
1608,Counterfeit,4jlod5Jgj3yiH8FcSLXrcv,0.571,0.45,7.0,-12.373,0.0,0.155,0.641,6.38e-05,0.13,0.2,100.192,140400.0,False
1609,Last Train Home,7dKYUSJXp0FWmEyon1Iwxr,0.748,0.588,4.0,-9.711,1.0,0.0488,0.341,9.36e-05,0.243,0.68,114.963,119217.0,False
1610,Feel It Still,1Bt0UAApn7Oxdam3lQs1vo,0.686,0.679,11.0,-7.524,0.0,0.0334,0.0696,4.29e-06,0.0887,0.308,123.942,222591.0,False
1611,Home for A Summer,1WP5zgURWZWrBzGycpV48n,0.642,0.375,0.0,-14.612,0.0,0.0686,0.55,4.14e-05,0.181,0.291,115.038,115304.0,False
1612,Call Me,6WlsK9axXJkpqRiK9InVOR,0.781,0.41,4.0,-17.02,0.0,0.22,0.794,0.79,0.167,0.423,110.12,108000.0,False
1613,Nature,3lMP9AgWS0lBviNakFflwC,0.639,0.318,0.0,-16.424,1.0,0.0635,0.508,0.381,0.108,0.0693,109.947,108545.0,False
1614,If This Ain't Love,7oBIOtw4TmPPEHB9mxnfoS,0.653,0.633,7.0,-10.713,0.0,0.088,0.0631,5.19e-05,0.164,0.34,104.596,138633.0,False
1615,Flowers & Wine,3WzsG6GGXOTKeWukNNTbPt,0.538,0.369,3.0,-14.473,1.0,0.0309,0.0977,0.00844,0.176,0.2,100.027,121800.0,False
1616,Sunrider,57BjBUlKLXpzvveTapqUDP,0.531,0.615,7.0,-8.762,1.0,0.0358,0.274,0.655,0.0883,0.262,100.027,128000.0,False
1617,The Sea Garden,1pQh3WWMVsyvXtAgV8J3r8,0.687,0.335,11.0,-12.111,1.0,0.0325,0.897,0.575,0.358,0.237,98.008,120612.0,False
1618,Crazy,64fwanXDvwmsQrLsDSVHMv,0.765,0.762,11.0,-5.069,0.0,0.123,0.42,8.58e-05,0.104,0.444,114.975,153391.0,False
1619,Wasting Love,57UWfCanZsaBLtKVdceMOp,0.682,0.522,2.0,-11.516,1.0,0.0807,0.667,0.00139,0.35,0.0508,97.032,133608.0,False
1620,Wherever We Go,1dIE8rwAKmz9qvoKD1NgM1,0.781,0.568,2.0,-10.221,1.0,0.0422,0.44,0.0536,0.312,0.0774,111.991,123567.0,False
1621,Like I Love You,4sh506lJZac1T4o4NqtIuS,0.863,0.588,1.0,-7.141,1.0,0.0847,0.142,3.42e-05,0.457,0.751,117.911,190174.0,False
1622,Valerie,7xeHe1pElnsyrZX9N4dsEK,0.632,0.616,9.0,-6.794,1.0,0.202,0.145,1.34e-06,0.178,0.248,114.917,118939.0,False
1623,Heart of Gold,2a98R2jUGHlV4CdIVpargg,0.862,0.554,2.0,-10.135,1.0,0.0667,0.313,4.27e-05,0.365,0.525,114.984,138684.0,False
1624,Mine,5H1jO8SyOdNeueauLa6oHn,0.799,0.716,1.0,-5.961,1.0,0.0485,0.403,2.82e-05,0.0892,0.614,116.033,111983.0,False
1625,Be with You,1hfy1luBXWT1e1RBb8i53q,0.835,0.641,11.0,-6.521,0.0,0.0373,0.622,0.23,0.0996,0.633,120.027,110000.0,False
1626,Red Lights,1ryzhqG76BP2Xsen33g27m,0.713,0.721,1.0,-6.866,0.0,0.166,0.756,8.74e-05,0.104,0.431,119.934,110000.0,False
1627,Your Girl,0QyTftwKiEdqReVB1NwHfR,0.728,0.497,7.0,-7.709,1.0,0.0314,0.749,0.000774,0.215,0.335,109.979,106364.0,False
1628,Won't Stay Away,6q2GNZupAP29UtgYrrmEIm,0.452,0.358,0.0,-15.045,1.0,0.0431,0.573,0.0,0.0975,0.235,110.106,121081.0,False
1629,Soft Curtains,3JMW0ie2hO5uZ6tv3Zbayd,0.757,0.348,1.0,-17.5,1.0,0.0507,0.771,0.884,0.103,0.247,110.024,176727.0,False
1630,Is It Okay,4NiJwA7ISXCQKWquZHWohW,0.561,0.443,7.0,-12.278,1.0,0.0516,0.751,0.000349,0.712,0.374,112.002,140223.0,False
1631,Show Me,3USDDlXk3S0u4xFnv3NeaX,0.605,0.381,1.0,-15.197,1.0,0.0371,0.687,0.000172,0.144,0.334,111.947,122679.0,False
1632,Love so Hardcore,6LxVoUZg138Y5GoVp5PQjY,0.738,0.392,6.0,-12.634,1.0,0.0356,0.506,0.345,0.131,0.431,110.027,138000.0,False
1633,Slow Down,0nnSDBKEMlu3DHgNZGTOoX,0.596,0.268,9.0,-16.332,0.0,0.0407,0.612,0.000232,0.135,0.263,105.107,149714.0,False
1634,Bucketlist,1jB0dYvOjtxNDMFm1GcAPA,0.661,0.414,7.0,-11.908,1.0,0.0657,0.737,1.69e-06,0.235,0.508,100.044,127809.0,False
1635,Falling Into You,2hF8CiE8uyEFzVUKITGKZD,0.702,0.336,1.0,-14.314,1.0,0.0772,0.573,7.03e-05,0.231,0.27,104.876,157134.0,False
1636,What I'm Looking For,6NrLhWohJARHxqQRW1cLGg,0.427,0.359,5.0,-13.39,1.0,0.0577,0.265,1.43e-05,0.091,0.135,98.233,124615.0,False
1637,A Way of Life,6DHYWelHYuynVVPv2m58wl,0.0923,0.031,2.0,-29.351,0.0,0.0454,0.895,0.916,0.0766,0.0344,86.636,483707.0,True
1638,Tessa,2MaUwANhrU6KF8AK71ezsX,0.204,0.268,4.0,-14.946,1.0,0.0368,0.861,0.794,0.07,0.0454,120.038,345467.0,True
1639,Now We Are Free,11IXRdEjiH0KL8nh4G1j7d,0.328,0.219,9.0,-18.595,1.0,0.0337,0.579,0.0991,0.104,0.0387,138.022,254293.0,True
1640,Time,6ZFbXIJkuI1dVNWvzJzown,0.286,0.0968,7.0,-16.806,1.0,0.0323,0.178,0.696,0.0861,0.0395,62.881,275556.0,True
1641,Death of a Legend,5VenxhH7Ejj1CU9rzIRwN6,0.128,0.145,0.0,-23.962,1.0,0.0375,0.58,0.951,0.0712,0.0333,52.946,146635.0,False
1642,Bjorn Vows Revenge,3tLDpINhOTRu65bi9jarVD,0.194,0.0651,0.0,-24.583,0.0,0.0382,0.769,0.874,0.103,0.0296,87.747,174240.0,True
1643,Even for You,55nTWxTugqCJR1MrtEmkNF,0.17,0.181,9.0,-15.291,0.0,0.0443,0.734,0.904,0.0969,0.036,123.616,136373.0,True
1644,The Ride of the Rohirrim,2l0xjJ6Fj72Bw4ReAJBrAo,0.218,0.207,7.0,-17.539,1.0,0.035,0.89,0.918,0.0891,0.155,132.606,128693.0,True
1645,"The Breaking of the Fellowship (feat. ""In Dreams"")",1ykbtFnlIjmIFnZ8j6wg6i,0.131,0.137,2.0,-20.553,1.0,0.0387,0.934,0.485,0.087,0.0465,78.577,440800.0,True
1646,Statues,2AFFaiIlripSpcTYZXNL7f,0.349,0.229,1.0,-20.614,1.0,0.0356,0.537,0.889,0.107,0.0656,129.046,142773.0,False
1647,My Name Is Barbossa,5dUQ00lCQ8IPMs149DIdhf,0.0967,0.33,5.0,-10.535,1.0,0.035,0.825,0.878,0.0784,0.0441,88.631,333547.0,True
1648,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,51v7yO07BdGgP6hv0OaDe2,0.221,0.32,6.0,-11.829,1.0,0.0315,0.47,0.864,0.114,0.234,103.511,116480.0,False
1649,"Becoming one of ""The People"" Becoming one with Neytiri",1UBd7aWHZCz8yirI9KCvAU,0.0993,0.0902,1.0,-26.307,1.0,0.0428,0.692,0.85,0.0745,0.0382,71.062,463707.0,True
1650,Nuvole Bianche,3weNRklVDqb4Rr5MhKBR3D,0.191,0.0582,8.0,-25.398,1.0,0.0578,0.961,0.89,0.0941,0.0454,132.614,357707.0,False
1651,Remember,3BUT32qmBXmlqp3EJkgRfp,0.109,0.403,2.0,-13.027,0.0,0.0375,0.564,0.697,0.137,0.134,181.935,189867.0,False
1652,Once There Were Dragons,1CVRLvL9RrM4JSlNzokHPm,0.157,0.294,9.0,-17.55,0.0,0.0405,0.572,0.767,0.108,0.0798,143.949,345006.0,False
1653,He's a Pirate,4AD2dterIUjNt1LFNI9Bvi,0.453,0.695,10.0,-10.953,1.0,0.0554,0.0223,0.962,0.117,0.126,70.425,90427.0,False
1654,The Night King,1aDklx1GaBqHFowCzz63wU,0.182,0.0651,10.0,-16.341,1.0,0.0462,0.942,0.886,0.111,0.038,60.812,530532.0,False
1655,Free the Wind,286rz8XhQWMLVuHIMgWscc,0.324,0.112,3.0,-25.77,1.0,0.0429,0.994,0.927,0.157,0.263,103.329,173480.0,False
1656,Katawaredoki,4WedBZTeFawYCBCgfj36iK,0.548,0.0956,5.0,-14.196,1.0,0.0468,0.964,0.905,0.0933,0.22,129.933,170027.0,True
1657,Forbidden Friendship,0S7XIu0dn63ayGxjefd5It,0.279,0.295,6.0,-15.135,1.0,0.035,0.859,0.94,0.547,0.381,129.169,251093.0,False
1658,The Way of the Sword,7A1sEZUvLbbbRyOsCJ2vj2,0.151,0.267,4.0,-16.329,0.0,0.0451,0.0874,0.93,0.0868,0.0358,136.864,479013.0,False
1659,A Small Measure of Peace,0k1zElVBehCAzAa975af71,0.0813,0.111,2.0,-20.458,0.0,0.0464,0.778,0.802,0.136,0.0338,171.576,479680.0,True
1660,All might with U.A. Students,59h3i22MBicerNR1llNXqv,0.396,0.719,8.0,-8.351,1.0,0.0411,0.0756,0.836,0.0831,0.422,149.989,149320.0,True
1661,From Me to You,34OP5ugxs1t3RaiJlyqJRb,0.191,0.261,3.0,-12.067,1.0,0.0353,0.721,0.859,0.19,0.133,135.469,81667.0,False
1662,Hope (Xavier's Theme),5ryUtBADP0w838HUJAmNKY,0.355,0.0748,9.0,-21.293,0.0,0.0334,0.865,0.897,0.0699,0.0395,131.956,288053.0,True
1663,The Last of the Starks,4fXqpIzgHDBhylBBOLOKVX,0.174,0.314,0.0,-14.642,0.0,0.0395,0.309,0.845,0.0977,0.0375,120.113,292491.0,False
1664,Sherwood Forest,51zjgYMqhtxjYckGppYoce,0.274,0.127,9.0,-21.024,0.0,0.033,0.924,0.949,0.123,0.0739,91.336,139547.0,False
1665,Robin Speaks,0qwodlILfsM9NDnwcxfBAn,0.0723,0.107,2.0,-19.819,1.0,0.0503,0.939,0.938,0.108,0.0283,79.497,153013.0,False
1666,Fate Has Smiled Upon Us,1kLma9S0L4y3u5E28ss9Ut,0.277,0.394,4.0,-13.977,0.0,0.047,0.952,0.892,0.216,0.0397,91.318,122347.0,False
1667,Run Free,75OrTolKEnimJj625JUIft,0.219,0.578,7.0,-12.249,1.0,0.0615,0.0293,0.927,0.108,0.174,135.061,381200.0,True
1668,上,5N5iImDfoQ4IF3YvXBpxPX,0.255,0.954,5.0,-3.553,1.0,0.227,0.00123,0.918,0.111,0.406,179.972,241080.0,True
1669,『欲』,69ImxLhTWjSRBl2nGspu9C,0.49,0.867,11.0,-9.36,0.0,0.0563,0.228,0.904,0.118,0.226,89.966,211000.0,True
1670,Theme From Schindler's List (Reprise),2Xa0M5kcQHdZHde9ktiXg2,0.141,0.0116,7.0,-33.197,0.0,0.0384,0.955,0.928,0.0893,0.0881,72.017,179000.0,False
1671,Celui Que Je Désire,3g1uQg7XgdxvNu0xNMUUC9,0.225,0.3,0.0,-15.263,0.0,0.0488,0.533,0.14,0.0935,0.0414,126.947,229825.0,False
1672,The Aftermath,0N4HuYLeWZmo87lwctkFn6,0.191,0.365,6.0,-12.731,0.0,0.0369,0.481,0.959,0.0997,0.0392,89.531,188142.0,False
1673,Shang-Chi Main Theme,3ROMQLV9N3HjrcqvV88dSP,0.324,0.766,9.0,-8.478,0.0,0.0776,0.0261,0.844,0.102,0.0399,174.017,221808.0,False
1674,Again (Your Lie in April) - Ghibli Piano and Violin Version,5dqE6Tv6bWU2XCN2qdAB2n,0.419,0.189,6.0,-12.242,1.0,0.0308,0.981,0.202,0.103,0.141,71.964,212474.0,False
1675,Okinawa Battlefield,4TyMkWzFaZIYH52DpBuISz,0.164,0.176,4.0,-18.521,0.0,0.0343,0.626,0.905,0.0431,0.0292,110.183,239373.0,False
1676,Canaid Lia Fáil (feat. Julie Fowlis),6rfcm5QZnVUxENbup0P6ZD,0.323,0.479,8.0,-12.411,0.0,0.0556,0.854,0.0164,0.1,0.138,155.034,207668.0,False
1677,Leave No Man Behind,0eNT9B4PjPpzmOTFSbUWjh,0.286,0.185,9.0,-15.67,0.0,0.0319,0.78,0.952,0.0878,0.0541,84.032,378760.0,True
1678,The Medallion Calls,35gFlKdC4Pmo88Go1cVrae,0.368,0.361,2.0,-12.536,0.0,0.0312,0.576,0.959,0.0985,0.0868,96.456,112507.0,True
1679,"Yoriichi's Theme (From ""Demon Slayer Season 2: Entertainment District"") - Lullaby Version",4d2Ew3gDoGQpGlnlydzOFm,0.465,0.387,0.0,-8.583,0.0,0.0259,0.861,0.495,0.0652,0.297,91.962,85258.0,False
1680,Might*U,3YfBeHLGH9EhRPVHYaQMyD,0.213,0.333,7.0,-8.93,1.0,0.0326,0.628,0.000401,0.102,0.0689,113.321,389160.0,False
1681,ハーケン,7HBkUALQjiFyE4PI80HLgJ,0.212,0.407,0.0,-12.419,1.0,0.0308,0.0342,0.832,0.102,0.0955,149.661,199587.0,True
1682,Fairy Tail Main Theme - Slow ver.,1ADsAp80fs3TVEkRnqfJje,0.179,0.421,5.0,-7.51,1.0,0.0347,0.0636,0.752,0.201,0.049,76.853,154613.0,True
1683,The Fighter (feat. Ryan Tedder),77ZdAoTHYoF6Umo76HFD4m,0.592,0.926,7.0,-3.469,1.0,0.126,0.0775,0.0,0.187,0.432,99.018,228533.0,True
1684,Till I Collapse,4xkOaSrkexMciUUogZKVTS,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447,297787.0,True
1685,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,0.749,0.925,10.0,-5.034,1.0,0.227,0.241,0.0,0.52,0.641,86.989,263373.0,True
1686,Not Afraid,7Ie9W94M7OjPoZVV216Xus,0.855,0.954,0.0,-1.19,0.0,0.264,0.529,0.0,0.205,0.668,114.635,248133.0,True
1687,No Love,7bHT9osSq1rwT2yaImzqCi,0.522,0.932,11.0,-2.87,1.0,0.255,0.119,0.0,0.177,0.33,129.473,299507.0,False
1688,Cinderella Man,4SE4yewyGpOYfxfx59Yjc5,0.679,0.908,8.0,-3.411,1.0,0.202,0.234,0.0,0.0821,0.687,85.918,279013.0,True
1689,Untitled,44ut2KJnt0HQMnUaMlDv9W,0.857,0.841,11.0,-2.839,1.0,0.103,0.34,0.0,0.161,0.74,112.023,194440.0,True
1690,What's Up Danger (with Black Caviar),5zsHmE2gO3RefVsPyw2e3T,0.701,0.755,2.0,-5.82,1.0,0.0417,0.00363,0.000795,0.121,0.116,95.036,222307.0,True
1691,Phenomenal,4e5lEqydMatcEio6ef9Dpf,0.64,0.841,1.0,-2.426,0.0,0.0466,0.153,0.0,0.0457,0.0471,121.075,282547.0,True
1692,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",23dwrzeJtEEGl2U4CPWSor,0.545,0.975,10.0,-3.193,0.0,0.454,0.17,0.0,0.145,0.609,123.906,131674.0,True
1693,The Fear,2cppGOIz0cuDnKoGzrDsJQ,0.498,0.628,7.0,-5.709,0.0,0.0317,0.00686,0.0,0.362,0.218,138.099,183853.0,True
1694,Remember the Name (feat. Styles of Beyond),6ljbkNIzfmFrGyYUTUAleN,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493.0,True
1695,POWER,2gZUPNdnz5Y45eiGxpHGSc,0.542,0.914,0.0,-4.747,0.0,0.113,0.0161,0.0,0.744,0.576,153.993,292093.0,True
1696,Fast Lane,2c5Isyd07hWsl7AQia2Dig,0.615,0.871,1.0,-3.804,1.0,0.281,0.0388,0.0,0.246,0.338,119.149,249560.0,False
1697,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",3r9m79pHykbs4FrCXlq1oO,0.585,0.714,1.0,-4.117,0.0,0.116,0.25,0.0,0.0556,0.227,103.051,258680.0,True
1698,"Ptazeta: Bzrp Music Sessions, Vol. 45",4axxCbc4tWlpqHP5UbJMc3,0.829,0.81,2.0,-4.801,1.0,0.144,0.0424,0.0,0.0748,0.707,114.044,161485.0,True
1699,"Nicky Jam: Bzrp Music Sessions, Vol. 41",03LfOYi0icz4souspZVVhq,0.627,0.849,1.0,-3.167,0.0,0.153,0.0913,0.0,0.145,0.818,89.907,158087.0,True
1700,Dirty Little Animals (from the series Arcane League of Legends),3GAkqaCeVaT4CxHR06Eztc,0.582,0.84,1.0,-6.385,0.0,0.325,0.0327,0.0,0.483,0.596,105.965,205189.0,True
1701,Misfit Toys (from the series Arcane League of Legends),40giNwfX1pR3smltxvs3dB,0.65,0.675,1.0,-5.844,1.0,0.194,0.00681,0.0,0.0989,0.368,99.86,189692.0,True
1702,Dynasties and Dystopia (from the series Arcane League of Legends),2k2RPHMeyercU9PauiKNbU,0.703,0.834,1.0,-5.134,1.0,0.0602,0.0139,0.0,0.1,0.863,153.968,178080.0,True
1703,Madrid de Noche,3Q8vwwZxmFUDch1AWZ1yN4,0.775,0.457,1.0,-5.794,0.0,0.0335,0.299,0.0,0.157,0.533,99.971,184800.0,False
1704,Broken Road,7t6be6kHk1Y2ewwgRPJSqi,0.654,0.599,0.0,-9.801,1.0,0.0266,0.327,8.14e-05,0.419,0.277,112.005,167143.0,False
1705,Warm Tonight,3LT5XVBeevDtlwowO5Xk30,0.778,0.639,5.0,-6.196,1.0,0.0422,0.18,7.73e-06,0.47,0.546,99.979,136956.0,False
1706,Break of Dawn,1KL6SNCNI4jTCkKqboRzJW,0.576,0.781,0.0,-5.423,1.0,0.0342,0.0823,0.0,0.173,0.368,89.979,187826.0,False
1707,Milions D'Estrelles,2LAuBXg68LrTDr9UGKmybm,0.753,0.73,11.0,-6.805,1.0,0.039,0.399,2.58e-06,0.119,0.493,124.077,181000.0,False
1708,In Another Life,2qekm9kvaM129LirQsM2Fh,0.489,0.666,0.0,-7.637,1.0,0.0282,0.0278,0.0,0.085,0.225,97.001,231046.0,False
1709,Mountains,1IEs7TKE7hyzbD8O2mwPeh,0.535,0.529,7.0,-11.79,1.0,0.0296,0.25,0.392,0.0618,0.0392,110.077,236000.0,False
1710,So Alive,08IXpKaaSkBViuDEirhgyk,0.452,0.674,2.0,-8.105,1.0,0.039,0.00954,1.68e-06,0.0747,0.146,122.959,254720.0,False
1711,Fly Away With Me,1BwDLyXwFG6Rv1LGg3Vfdo,0.701,0.524,0.0,-9.143,1.0,0.0317,0.0178,0.0,0.123,0.562,114.026,169605.0,False
1712,Future In Your Hands (feat. Aloe Blacc),5A52bfa9VVfTTfwLpxopz6,0.635,0.861,7.0,-4.933,1.0,0.0355,0.239,0.0,0.168,0.455,120.086,221500.0,False
1713,Where The Adventure Begins,15u254hThajkKs8ILIGgAw,0.61,0.728,4.0,-7.452,1.0,0.0576,0.000847,8.12e-05,0.258,0.508,150.054,179600.0,False
1714,Nature Hike,7IGhrXg0d0D5V8Lq7kG2UN,0.527,0.219,7.0,-12.871,1.0,0.0362,0.903,0.873,0.0792,0.473,101.005,121149.0,False
1715,Una y otra vez,3ZdJVEYKMhTo36CVRITnDH,0.728,0.685,7.0,-7.685,1.0,0.0528,0.251,0.0,0.112,0.684,96.054,212725.0,False
1716,U I Like,7FI0RBxiu99x8g7UrQIc6M,0.697,0.763,5.0,-5.95,0.0,0.0328,0.456,0.000907,0.125,0.174,120.017,181250.0,False
1717,One Day,5MFpbvo0bNcl3mDwVMflRb,0.657,0.673,9.0,-9.706,1.0,0.0314,0.232,0.692,0.107,0.475,139.98,215979.0,False
1718,Feelings,3NEmDULupoxrOU1P7BzwYf,0.718,0.421,3.0,-7.614,1.0,0.0591,0.208,0.0,0.103,0.477,91.99,216522.0,False
1719,Can't Help Falling in Love,5v7vrEEW3GJk4jNwaPyKRa,0.719,0.717,11.0,-6.379,1.0,0.0293,0.098,0.0023,0.113,0.351,125.024,178560.0,False
1720,Paradise (feat. Cammie Robinson),4yPEpTKz5BR2LsJg6Zhw85,0.666,0.605,0.0,-8.651,1.0,0.0258,0.481,3.83e-05,0.257,0.384,100.016,220800.0,False
1721,Under the Sun,7IabOF0F1Cx4eWe7FjdpzN,0.702,0.61,5.0,-10.075,1.0,0.0368,0.533,0.000631,0.379,0.332,119.975,234107.0,False
1722,Yoko,6yrFx2rH8NadwkeZUvFh1f,0.644,0.655,11.0,-6.834,1.0,0.076,0.0124,0.0116,0.135,0.206,125.015,173230.0,False
1723,North,0pjBEOWMJTwzzjBrTAlbDd,0.601,0.653,3.0,-6.389,1.0,0.0376,0.05,2.32e-06,0.0851,0.19,125.954,214857.0,False
1724,Shining Light,16dkMiBcDxVrzSYA2eoxv8,0.593,0.723,4.0,-7.424,1.0,0.0399,0.312,1.87e-05,0.095,0.225,115.049,198019.0,False
1725,Brighter Side,0LuUfsulRKfYmLAY4MqdHM,0.604,0.681,1.0,-8.142,1.0,0.0256,0.0744,1.18e-06,0.116,0.246,109.934,219273.0,False
1726,Blurry Mess,5rjZyGkQwanE3RJpR313kF,0.378,0.346,2.0,-9.526,1.0,0.0326,0.583,0.035,0.289,0.2,139.728,231393.0,False
1727,Falling Up (Andy Kulter Remix),2O8uSupH9NzFKJX4BsVFd5,0.721,0.812,3.0,-4.534,0.0,0.0367,0.0401,0.096,0.169,0.498,121.023,192901.0,False
1728,%,0HRVOW42zn1Sn3HU0IFWyN,0.773,0.491,7.0,-8.19,1.0,0.0441,0.828,0.0,0.226,0.907,105.057,125571.0,False
1729,way to you,1fbjqiXopUoZiXt5JQnhLv,0.629,0.507,11.0,-14.537,1.0,0.0263,0.115,0.00127,0.13,0.327,107.008,163766.0,False
1730,All Nighter - Dark Heart Remix,0poXwbKoLqs9gxSCyW2ipm,0.633,0.705,0.0,-5.555,1.0,0.0444,0.00994,0.0,0.253,0.21,108.022,258889.0,False
1731,Cold Ain't For Me,0akznwBCaPCVAtiGblDtHt,0.643,0.84,7.0,-3.423,1.0,0.031,0.00212,0.0,0.391,0.356,105.027,205812.0,False
1732,Love That We Need,0pzJr2O1L6K3LPvXzNm36F,0.579,0.776,9.0,-6.594,0.0,0.0478,0.0023,3.36e-06,0.255,0.565,123.95,177170.0,False
1733,Dying Bird (feat. Joakim Wilow),2qBqZ0hW3QsmCR2DFyavJJ,0.66,0.684,7.0,-8.073,1.0,0.113,0.0269,5.36e-06,0.277,0.61,109.963,188653.0,False
1734,Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,0.72,0.741,10.0,-6.529,0.0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,198053.0,False
1735,I Don't Love You (I'm Just Lonely),2dY1QsrYUeWDtSCvXlx0WW,0.872,0.763,0.0,-6.399,1.0,0.0495,0.0658,0.000525,0.0926,0.832,118.968,182606.0,False
1736,Location,2nhj6BgAq6DOmgeiLd3WJL,0.778,0.667,10.0,-5.584,0.0,0.0439,0.472,0.000196,0.149,0.521,99.992,187573.0,False
1737,Howling At The Moon,4SGOZ3lXQHWtOL3bfzqqFi,0.714,0.671,0.0,-4.96,1.0,0.0305,0.196,0.0,0.252,0.605,127.933,185784.0,False
1738,Mine Tonight,3IWJfeW1QvSTlYCW4Y9CSY,0.652,0.921,8.0,-2.82,0.0,0.0393,0.214,0.0491,0.753,0.532,125.017,187765.0,False
1739,Call Me Up - Sebastien Remix,4RCMsYncj7cNtb2OPObVXG,0.781,0.693,9.0,-5.487,1.0,0.0347,0.0165,0.00224,0.0767,0.346,119.974,188098.0,False
1740,Summer Love,0U03yCTPMvaQ03iGGGb7XU,0.814,0.621,8.0,-6.579,1.0,0.0768,0.171,5.44e-06,0.0707,0.721,115.969,208814.0,False
