track,id,playlist_id,playlist,top-track,duration_ms,mode,key,variable,value
Land of the Living,4m9DSdV4XU49dDJ8yhaMMv,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,264987.0,1.0,5.0,danceability,0.512
Olalla,4R59wt5nnhYo88PIu3cUIt,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,248160.0,1.0,3.0,danceability,0.573
Deer Creek Canyon,7f7XDVYgznRghZVpnorBPF,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,198893.0,1.0,10.0,danceability,0.642
Stars and Satellites,6l33h0irAiriPBKTTuclZg,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,170213.0,1.0,11.0,danceability,0.44
Hello My Old Heart,66MXa8qDIQRtwuxuNtjNCu,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,256007.0,1.0,0.0,danceability,0.558
Each Coming Night,1W0AEYBGDQw5z5TAQTHWiG,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,207720.0,1.0,2.0,danceability,0.361
Winter Winds,73TSiedpNHa7Ti0XixxTZi,3FInOSJaKv5QzLQrd3lCgA,JP,False,219707.0,1.0,7.0,danceability,0.465
Clawhammer Medley,40HrZG1rgdb4p55Qi7yKgQ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,136347.0,1.0,2.0,danceability,0.57
Rivers and Roads,4Q6Kuze3wNMQRjamyBjHUR,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,284000.0,1.0,0.0,danceability,0.494
Halcyon,4abEe6s1Ja2qSxqC6BUzn1,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,239080.0,1.0,2.0,danceability,0.633
Just One,17HIlGOwZ8J7qz0UVFnjuZ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,269067.0,1.0,7.0,danceability,0.481
Bud,1OLuZDecGqxUYCuNyjH8Qr,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,215084.0,1.0,3.0,danceability,0.382
One Red Thread,0xOZTzwpERp1jrRk9Qly3Q,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,271000.0,1.0,2.0,danceability,0.504
Old Town,62wUcF268nKH9HcMaY247d,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,187037.0,1.0,10.0,danceability,0.526
Lost Lula,7GZYE2F7OBnHkILUn96b2z,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,146240.0,1.0,4.0,danceability,0.385
Send My Fond Regards to Lonelyville,2ybO0afBP4A8gypNbrH4aJ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,366973.0,1.0,7.0,danceability,0.431
The Mtn Song,2RVTfVnMg1iAb6lEagBVtL,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,238580.0,1.0,0.0,danceability,0.416
Moon At Dawn,1p69jwwnSKmqUCqloHSTxz,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,247520.0,1.0,9.0,danceability,0.392
Amos Wilder,6RTIo9qIckWh0KTKm7p3Ng,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,203302.0,1.0,2.0,danceability,0.416
Without Me,58fhd4lGAudPcnfY9oenp1,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,344573.0,1.0,7.0,danceability,0.47
Asylum,736Jy0aC33icgo4VWXgnU6,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,231200.0,1.0,7.0,danceability,0.436
Birds and Stars,50pmnragHfe7a6EuggcKVI,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,191933.0,1.0,0.0,danceability,0.573
"Honey, It's Alright",5BTHMC1yaJGHmUi2nRpXfq,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,191080.0,1.0,0.0,danceability,0.471
This Is What,46xIevvSTzeoWQ9Od1DBQc,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,189907.0,0.0,1.0,danceability,0.389
The Village,1ednEvaCEknxTnGJgHoMBF,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,185760.0,1.0,5.0,danceability,0.448
Some Day Soon,73h0kfW72SgSKzfBRR6GPO,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,287800.0,1.0,4.0,danceability,0.593
Reunite,3FZp9Dzst1a9cnVJuxxtvH,3FInOSJaKv5QzLQrd3lCgA,JP,False,235720.0,0.0,1.0,danceability,0.59
"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,3FInOSJaKv5QzLQrd3lCgA,JP,False,285320.0,1.0,6.0,danceability,0.601
Tape 03,2ZO1Y1Bbot1jrdPApAyCV2,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,280613.0,1.0,5.0,danceability,0.399
Horticulture,5T06VjxhASUp9BmDDYchJq,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,240000.0,1.0,2.0,danceability,0.526
Blood,5eeMft4YZx0Xdf9yJPNZJY,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,326920.0,1.0,11.0,danceability,0.473
The Story I Heard,1eU942t2SHtSRIQlVSckQc,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,273413.0,1.0,1.0,danceability,0.742
Shine,3MUKutBh9ArBBjxZqJDPDX,5U2MYFAcQ3yT7XbHYgGPmb,House,False,228676.0,1.0,7.0,danceability,0.545
No Mystery,3nFK0U2hAeDFptgFqcHFm3,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,324000.0,1.0,2.0,danceability,0.515
Sundance,2N9QYIrmj2W1LiVIoXup1V,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,176141.0,0.0,0.0,danceability,0.618
Fractured,4ZbXJQc9rP0G5w3YEFoGd5,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,194800.0,1.0,9.0,danceability,0.571
Feel Your Skin,717dytawVJiEJRTKHhvdjT,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,151979.0,1.0,11.0,danceability,0.519
Second Heart,3ygOohNGIMoSZF9Y2CVTT2,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,245551.0,0.0,6.0,danceability,0.676
Seattle Rain,3ZUVpMFrjJYYX4TTuPXXef,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,218653.0,1.0,10.0,danceability,0.418
River,73VzzfuoQ6CxBQ9TtVhJKa,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,243776.0,1.0,2.0,danceability,0.643
Down by the River,2Lg44cIfzMDBA8CF9GdCYX,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,231478.0,1.0,1.0,danceability,0.322
Coffee,429NtPmr12aypzFH3FkN9l,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,126825.0,1.0,9.0,danceability,0.532
I Won't Go,4TyrSGg5dubBD14hSpG8g0,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,209309.0,1.0,5.0,danceability,0.367
Comfort in the Chaos,5tglmltRZLBPm61AuB3Tm1,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,192515.0,0.0,0.0,danceability,0.657
Odyssea,3kGRAyhUqfBwKyotQNkeDB,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,240250.0,1.0,4.0,danceability,0.512
"Oregon, Virginia",6oy06rK7aVW9AsQthR7qxg,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,234500.0,1.0,2.0,danceability,0.543
Appalachia,04drOk9EIWQ3adINuZ7ahn,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,288659.0,1.0,3.0,danceability,0.611
Sierra,3OApa57bg9hyZDtRNBETew,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,251000.0,1.0,2.0,danceability,0.417
Wildflower,3SxpQR1mrAw8XJszsylIwO,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,250179.0,0.0,10.0,danceability,0.482
Rolling to Nowhere,0A85jdX4QnyqAuPr8ixxNC,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,265781.0,1.0,2.0,danceability,0.716
Mavourneen,7eUwTIXStPhTLza1dYXK9a,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,259520.0,1.0,5.0,danceability,0.605
There Will Be a Time,1hqdpmcEfqzE7h9Dq6G2aw,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,242867.0,1.0,7.0,danceability,0.586
Morningtown,1u39EHnocUCdeJu8mrwkAc,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,159500.0,1.0,10.0,danceability,0.584
You,3OfbtToa7qDp5fNonWOOdE,7ozIozDp260fjNOZy1yzRG,Chillout 2023,False,106909.0,1.0,0.0,danceability,0.452
Mighty Fine Day,1Xed9LJL2vYHC5UD5wTdxH,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,149748.0,1.0,2.0,danceability,0.473
Trying To Say,3g5ylrTTwYMTvtJUX6Ycs7,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,194074.0,0.0,1.0,danceability,0.481
Closer To The Sun,5qQ7HmA57BxMfHEOtWuPCF,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,227763.0,1.0,0.0,danceability,0.358
Send Our Love,4eO3ZPXoUNa3xNZZikblc5,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,232424.0,1.0,7.0,danceability,0.5
Rosie,09t8F6vwElB6scMtsGpyaP,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,118827.0,1.0,3.0,danceability,0.45
Words Unspoken,490VPBUaXlSqNM0y5zP7H5,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,172907.0,1.0,2.0,danceability,0.444
Timshel,4aHzQbalMnDm04AAW5K4se,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,173400.0,1.0,5.0,danceability,0.463
Millennial Blues,2ykxIrUWedFFawBfb5PSBC,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,206716.0,1.0,4.0,danceability,0.554
Out of Egypt,4dzi9ff1Zm5PqLtn0gyM9a,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,139162.0,0.0,9.0,danceability,0.636
Ashford,1YUYBKSjSFOM38Ud8vWzex,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,207000.0,0.0,5.0,danceability,0.398
New Moon,3J0g7vuaHQy7xur7OLbXgo,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,215623.0,1.0,2.0,danceability,0.581
Dunes Dream,11IAfyz9y81Ca7mZMuapD2,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,114318.0,1.0,4.0,danceability,0.668
Lost Satellites,14URsWjmk45OwJ6QjVN77e,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,143133.0,1.0,2.0,danceability,0.455
You're Too Good For Me,6Wr6IGBdsgbS5FmHmnftcJ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,146026.0,1.0,3.0,danceability,0.559
Peace Be Still,1rj0ZxXEE4J0TroutIVTTz,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,252960.0,1.0,7.0,danceability,0.579
Darlin',5YzvaFdxrTlfL41UZJFeEQ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,198947.0,1.0,7.0,danceability,0.37
The Mountains,1ufoef0eLjtTneuTmlFOXn,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,192000.0,1.0,9.0,danceability,0.618
Reverie,49ba1IRC6kcHxCDTEGRGJs,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,272640.0,1.0,11.0,danceability,0.577
"Young Mind, Old Soul",6qtNvmczrEmDonQrvkUoQA,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,245414.0,1.0,2.0,danceability,0.689
I Didn't Try,0dV7AOc1NyqCuudo61JVpu,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,229779.0,1.0,5.0,danceability,0.526
Under These Pines,3mkWjLbPmZ0gcK1CnnwMez,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,212139.0,1.0,8.0,danceability,0.623
Hometown Kid,52RU9l74Q8EzK7x1t9nvhi,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,294348.0,1.0,4.0,danceability,0.607
I Know Where Silence Lives,2kfKMbIHWNLnYcCbaIuiox,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,251761.0,1.0,8.0,danceability,0.503
She Loves And Leaves,6L7UuAd93eU6Kl0id1ClqA,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,236740.0,1.0,2.0,danceability,0.348
Wildfeather,4QwUqD2QCV5T4k82B9qEgt,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,208955.0,1.0,8.0,danceability,0.664
Mountain Song,7GCdDrZvdNSPAFLh2rpwCw,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,186933.0,1.0,10.0,danceability,0.391
So So,4I36I6W8YhxCMgApL1TbdJ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,178125.0,1.0,10.0,danceability,0.373
De Lyckliga - Radio Edit,4YvawqardMuONIPdd9iXTo,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,137500.0,1.0,2.0,danceability,0.696
New Slang,1wAqhAF1dynDjMy7m5CSSE,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,231173.0,1.0,0.0,danceability,0.669
I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,189187.0,1.0,5.0,danceability,0.517
Sinking,3FaQZUkSzO9Aa5iMXLG6Eo,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,169500.0,1.0,4.0,danceability,0.729
Hey Ginevra,5jl12u08GTlujIiX35XvAc,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,190904.0,1.0,0.0,danceability,0.608
Hico,3mDr0k6sBtnjyCVdncg8LS,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,172118.0,1.0,8.0,danceability,0.622
Garden Song,0GHhw1iaff21POLlPdGlzc,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,244952.0,1.0,10.0,danceability,0.569
Where the Sea Ends,0Uol0TWYyA8yBwljX8Yusg,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,180000.0,1.0,4.0,danceability,0.546
Joey,1SZvvo2dDtHoOctoKOpD6K,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,218520.0,1.0,5.0,danceability,0.598
Evergreen,1rLX2bZlaR8tlWz9T1AKUp,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,205548.0,1.0,8.0,danceability,0.327
Better To Love,6WklYs5Txwa5jAViYUANs3,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,224000.0,1.0,4.0,danceability,0.484
Cabin Fever,2DCjrlmWAFIxTSO92jvEIh,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,178419.0,0.0,0.0,danceability,0.573
Journey Home,14DFvObv2dHAHnrYzagMUR,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,271330.0,1.0,11.0,danceability,0.646
Cold Water Swimming,2ht5pkjS9mcShiPGcOmfM3,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,266429.0,1.0,0.0,danceability,0.264
June,7FFuAM2rO5bCk8NuLSGXFu,3FInOSJaKv5QzLQrd3lCgA,JP,False,165156.0,0.0,4.0,danceability,0.692
Permafrost,47aKE9cfKLyecAsxL2OaEC,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,238549.0,1.0,6.0,danceability,0.652
Walk You Home (In the Mornin' Mist),748HpupwUf42wzwouGqHOR,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,160194.0,1.0,0.0,danceability,0.42
Ukiyo,1w1vmGM5nzNsQviR9dC4Sc,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,235107.0,0.0,9.0,danceability,0.439
Le rêve d'une note,2xDBwhsdKnawySo4jswvjT,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,189347.0,0.0,6.0,danceability,0.511
Bee,77Xd7aikO9NRmzC6ISXIvY,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,132547.0,1.0,0.0,danceability,0.264
Nocturne,0v0GWZeYYJb6CMdQjbBify,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,193133.0,0.0,1.0,danceability,0.226
La Vie,5Hn2dUqSBV79DHbMuHI11h,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,260307.0,1.0,7.0,danceability,0.225
Theme Music for a Dream,1k3ZB5BjdvFTsryiCjbVkd,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,209293.0,0.0,6.0,danceability,0.42
Fantasy,1CkqY1LwyWEkju8LsAK2Ok,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,265815.0,1.0,1.0,danceability,0.223
Lily’s Lullaby,3oXl4DnBBGeGhXjHmSSMpU,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,239867.0,1.0,0.0,danceability,0.497
I Love You,0nFiXjQUmqZJnskf6nKi70,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,263583.0,0.0,8.0,danceability,0.366
Meditation,19d0cpyRZYw0R00y4Am99v,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,295707.0,1.0,9.0,danceability,0.495
Human Compassion,61XRtaSvEcC52h4RAYP4hx,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,202105.0,0.0,5.0,danceability,0.543
Summer Night,4udQdukrhegqWhqdprQtbx,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,310240.0,1.0,4.0,danceability,0.451
Wyden Down,08nsrwYHcNROgOxu0JDUbk,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,207373.0,0.0,6.0,danceability,0.149
Perfect Balance,2qMvZaqqKz1u0DF2OfggDM,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,114634.0,1.0,11.0,danceability,0.35
The First Waltz,0PsTpBzsWqjqZ8wAiq9nuc,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,166608.0,1.0,4.0,danceability,0.208
Youami,0KcNsOR8SuRB66VCJLfdnr,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,249227.0,1.0,8.0,danceability,0.503
On a Cloud,4FLnSfoyAZ1upX2uerS9XO,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,226027.0,1.0,0.0,danceability,0.169
Sweet awakening,45RSaYVNGZhdpjbqcAukYI,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,155947.0,0.0,9.0,danceability,0.408
Noah,28VLOsb8NVYCfGgXvZF7Lq,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,167880.0,1.0,6.0,danceability,0.473
Peace of Mind,1Q84FwtryMXHw9M8gM0b2e,7ozIozDp260fjNOZy1yzRG,Chillout 2023,False,147931.0,1.0,9.0,danceability,0.72
Drive,1GVXbkQGidWl3obKyq51b2,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,305053.0,1.0,8.0,danceability,0.298
Sweet dream,2r5lNgEotK2xCKDKT4yYjw,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,197573.0,1.0,1.0,danceability,0.289
La Vernatelle,1uZfUDfJEWrpjFAtGbosU1,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,170347.0,0.0,9.0,danceability,0.162
New World,52WSXTnReMIkfYRhpcr3pt,7ztPGEDSTKz4afyj7IPgBv,Acoustic Pop Hits,False,206429.0,1.0,5.0,danceability,0.682
Lullaby,5xzCzOAOfRi4DOttSzvznR,5U2MYFAcQ3yT7XbHYgGPmb,House,False,204022.0,0.0,5.0,danceability,0.725
Joy,5chao8hfbTSpDzoBjmhBCs,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,143973.0,1.0,8.0,danceability,0.295
Sakura,3PcI6mzUrAPMmsBzvnHKJb,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,229147.0,1.0,1.0,danceability,0.351
Changing Times,5XEwkz6o2JWAQL9xmtJC3X,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,78000.0,0.0,2.0,danceability,0.423
Closing the Past,2rb1VcOBcm7LEuJzhPOzzP,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,138645.0,1.0,5.0,danceability,0.318
Brave Heart,040Md6cPvzjqwPXZIcPnm4,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,199648.0,1.0,9.0,danceability,0.643
Washed Away,1zmrhIZs4WPnAkuSAof36h,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,153943.0,1.0,5.0,danceability,0.354
Create and Fade,15LYTxGxwQl353ZqbyX6SZ,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,208171.0,0.0,5.0,danceability,0.449
Evolving Memories,7fatRhuZtEj2KB2VGefprE,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,153138.0,0.0,10.0,danceability,0.31
Return Home,3cWRiRARNJ4SoGgUFnWrVK,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,178786.0,1.0,2.0,danceability,0.619
Yamaguchi,5S6jrJfTbeBWmeL1ehvoSg,5hJEgBdGwr6dWyf4lieSV9,2022,False,163264.0,1.0,0.0,danceability,0.706
Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,5hJEgBdGwr6dWyf4lieSV9,2022,False,203573.0,1.0,11.0,danceability,0.529
Lonesome Town,0SsYlkXxZ5vkWOTsKxMfMz,5hJEgBdGwr6dWyf4lieSV9,2022,False,134040.0,1.0,11.0,danceability,0.404
Cecilia,6QhXQOpyYvbpdbyjgAqKdY,5hJEgBdGwr6dWyf4lieSV9,2022,False,174827.0,1.0,0.0,danceability,0.755
I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO,5hJEgBdGwr6dWyf4lieSV9,2022,False,277477.0,1.0,1.0,danceability,0.564
Mes de mayo,5NC544ZW2nMWmb2K45F798,5hJEgBdGwr6dWyf4lieSV9,2022,False,149916.0,1.0,7.0,danceability,0.632
La molinera,505xdNAPS23sCjcsSyDjkN,5hJEgBdGwr6dWyf4lieSV9,2022,False,166360.0,1.0,0.0,danceability,0.424
I AM WOMAN,3nOz1U41SZZ0N3fuUWr9nb,5hJEgBdGwr6dWyf4lieSV9,2022,False,232813.0,1.0,10.0,danceability,0.646
Cuando Suba La Marea,1YSPIHUt1JiN9H1GcgH8Ce,5hJEgBdGwr6dWyf4lieSV9,2022,False,265213.0,1.0,8.0,danceability,0.634
Estadio Azteca,03Ntkzzjkz7nFJldcPbL90,5hJEgBdGwr6dWyf4lieSV9,2022,False,217973.0,1.0,7.0,danceability,0.751
Fragile,0VByf0TxUf3QLGK4njBJSh,5hJEgBdGwr6dWyf4lieSV9,2022,False,227612.0,1.0,10.0,danceability,0.388
Antiaéreo,15tDDogDQ8kOcs5b6G2bN5,5hJEgBdGwr6dWyf4lieSV9,2022,False,184000.0,1.0,2.0,danceability,0.538
Peru,50PNIHqtEaaY48K7WWxG9L,5hJEgBdGwr6dWyf4lieSV9,2022,False,187896.0,0.0,7.0,danceability,0.95
For a Song to Mean a Thing,3bc2L7xATgHEXtNJdEJOv9,5hJEgBdGwr6dWyf4lieSV9,2022,False,206633.0,1.0,2.0,danceability,0.579
Canción de cuna,1yM6sRYznC9zKmcYkTKzE9,5hJEgBdGwr6dWyf4lieSV9,2022,False,247470.0,1.0,7.0,danceability,0.404
Acurrucar,1xYBeQ5u8uaJ3oBWktjGyJ,5hJEgBdGwr6dWyf4lieSV9,2022,False,234080.0,1.0,8.0,danceability,0.809
El Error (feat. Nena Daconte),5a0GkjqMFVcuglsubaAXWn,5hJEgBdGwr6dWyf4lieSV9,2022,False,259000.0,1.0,4.0,danceability,0.594
Apple Pie,5FKNq0lLJnP3iZzBTD0PZj,5hJEgBdGwr6dWyf4lieSV9,2022,False,259167.0,1.0,10.0,danceability,0.518
Unwritten,3U5JVgI2x4rDyHGObzJfNf,5hJEgBdGwr6dWyf4lieSV9,2022,False,259333.0,1.0,5.0,danceability,0.706
Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,5hJEgBdGwr6dWyf4lieSV9,2022,False,193653.0,1.0,2.0,danceability,0.356
Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,272394.0,1.0,5.0,danceability,0.548
Little Black Submarines,1PXsUXSM3LF2XNSkmIldPb,5hJEgBdGwr6dWyf4lieSV9,2022,False,251267.0,1.0,2.0,danceability,0.365
Carreteras Infinitas,2Q6qD1YTFn7NHuy2WmMGPG,5hJEgBdGwr6dWyf4lieSV9,2022,False,266623.0,1.0,6.0,danceability,0.698
Me Llamo Abba (with Kimberley Tell),04TXNerIjXWQdVXskVIxSr,5hJEgBdGwr6dWyf4lieSV9,2022,False,192659.0,1.0,10.0,danceability,0.549
El Incendio,3k0vSSE3S2WsPj8VG41hJT,5hJEgBdGwr6dWyf4lieSV9,2022,False,173267.0,0.0,4.0,danceability,0.431
Someone To You,14BH4qO7pgCmIe6mgLKOK3,5hJEgBdGwr6dWyf4lieSV9,2022,False,219800.0,1.0,2.0,danceability,0.468
Moon,1XpAZlfENlrHalIvuhAp9R,5hJEgBdGwr6dWyf4lieSV9,2022,False,220918.0,0.0,1.0,danceability,0.586
Here We Go,5PnrNUATz6z9d2gN0PyGgL,5hJEgBdGwr6dWyf4lieSV9,2022,False,190017.0,1.0,0.0,danceability,0.545
Tu Carita,1M8ZmQ3VljYNYHcYbNUidx,5hJEgBdGwr6dWyf4lieSV9,2022,False,156316.0,1.0,7.0,danceability,0.562
Snowman,7uoFMmxln0GPXQ0AcCBXRq,5hJEgBdGwr6dWyf4lieSV9,2022,False,165907.0,1.0,1.0,danceability,0.716
"Take Me Home, Country Roads",1YYhDizHx7PnDhAhko6cDS,5hJEgBdGwr6dWyf4lieSV9,2022,False,190160.0,1.0,9.0,danceability,0.462
Insurrección - 2008 Remaster,7803rmspVDTFR78bj5KLPk,5hJEgBdGwr6dWyf4lieSV9,2022,False,133040.0,1.0,0.0,danceability,0.635
So Are We,5moyneo3TMp2wdc0TG8O8U,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,252640.0,1.0,1.0,danceability,0.496
You're My Home - Acoustic,4aqJbXIX7OlaWo48wocfXL,5hJEgBdGwr6dWyf4lieSV9,2022,False,200016.0,1.0,1.0,danceability,0.634
Foreplay,28luqgS4NCuFKP6YSOtia5,5hJEgBdGwr6dWyf4lieSV9,2022,False,173785.0,0.0,5.0,danceability,0.73
Dim the Lights,2oSPA8AyyluxOU7fnabHB0,5hJEgBdGwr6dWyf4lieSV9,2022,False,200150.0,1.0,5.0,danceability,0.661
Come With Me,16frIpnyUb9poRwQxQTmaC,5hJEgBdGwr6dWyf4lieSV9,2022,False,209732.0,0.0,11.0,danceability,0.876
