,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist,top-track
1630,Wasting Love,57UWfCanZsaBLtKVdceMOp,7ozIozDp260fjNOZy1yzRG,0.682,0.522,2.0,-11.516,1.0,0.0807,0.667,0.00139,0.35,0.0508,97.032,133608.0,Chillout 2023,False
1631,Wherever We Go,1dIE8rwAKmz9qvoKD1NgM1,7ozIozDp260fjNOZy1yzRG,0.781,0.568,2.0,-10.221,1.0,0.0422,0.44,0.0536,0.312,0.0774,111.991,123567.0,Chillout 2023,False
1632,Like I Love You,4sh506lJZac1T4o4NqtIuS,35oLMiAK4VM2T0ek3PTPIc,0.863,0.588,1.0,-7.141,1.0,0.0847,0.142,3.42e-05,0.457,0.751,117.911,190174.0,Chillin',False
1633,Valerie,7xeHe1pElnsyrZX9N4dsEK,7ozIozDp260fjNOZy1yzRG,0.632,0.616,9.0,-6.794,1.0,0.202,0.145,1.34e-06,0.178,0.248,114.917,118939.0,Chillout 2023,False
1634,Heart of Gold,2a98R2jUGHlV4CdIVpargg,7ozIozDp260fjNOZy1yzRG,0.862,0.554,2.0,-10.135,1.0,0.0667,0.313,4.27e-05,0.365,0.525,114.984,138684.0,Chillout 2023,False
1635,Mine,5H1jO8SyOdNeueauLa6oHn,7ozIozDp260fjNOZy1yzRG,0.799,0.716,1.0,-5.961,1.0,0.0485,0.403,2.82e-05,0.0892,0.614,116.033,111983.0,Chillout 2023,False
1636,Be with You,1hfy1luBXWT1e1RBb8i53q,7ozIozDp260fjNOZy1yzRG,0.835,0.641,11.0,-6.521,0.0,0.0373,0.622,0.23,0.0996,0.633,120.027,110000.0,Chillout 2023,False
1637,Red Lights,1ryzhqG76BP2Xsen33g27m,7ozIozDp260fjNOZy1yzRG,0.713,0.721,1.0,-6.866,0.0,0.166,0.756,8.74e-05,0.104,0.431,119.934,110000.0,Chillout 2023,False
1638,Your Girl,0QyTftwKiEdqReVB1NwHfR,7ozIozDp260fjNOZy1yzRG,0.728,0.497,7.0,-7.709,1.0,0.0314,0.749,0.000774,0.215,0.335,109.979,106364.0,Chillout 2023,False
1639,Won't Stay Away,6q2GNZupAP29UtgYrrmEIm,7ozIozDp260fjNOZy1yzRG,0.452,0.358,0.0,-15.045,1.0,0.0431,0.573,0.0,0.0975,0.235,110.106,121081.0,Chillout 2023,False
1640,Soft Curtains,3JMW0ie2hO5uZ6tv3Zbayd,7ozIozDp260fjNOZy1yzRG,0.757,0.348,1.0,-17.5,1.0,0.0507,0.771,0.884,0.103,0.247,110.024,176727.0,Chillout 2023,False
1641,Is It Okay,4NiJwA7ISXCQKWquZHWohW,7ozIozDp260fjNOZy1yzRG,0.561,0.443,7.0,-12.278,1.0,0.0516,0.751,0.000349,0.712,0.374,112.002,140223.0,Chillout 2023,False
1642,Show Me,3USDDlXk3S0u4xFnv3NeaX,7ozIozDp260fjNOZy1yzRG,0.605,0.381,1.0,-15.197,1.0,0.0371,0.687,0.000172,0.144,0.334,111.947,122679.0,Chillout 2023,False
1643,Love so Hardcore,6LxVoUZg138Y5GoVp5PQjY,7ozIozDp260fjNOZy1yzRG,0.738,0.392,6.0,-12.634,1.0,0.0356,0.506,0.345,0.131,0.431,110.027,138000.0,Chillout 2023,False
1644,Slow Down,0nnSDBKEMlu3DHgNZGTOoX,7ozIozDp260fjNOZy1yzRG,0.596,0.268,9.0,-16.332,0.0,0.0407,0.612,0.000232,0.135,0.263,105.107,149714.0,Chillout 2023,False
1645,Bucketlist,1jB0dYvOjtxNDMFm1GcAPA,7ozIozDp260fjNOZy1yzRG,0.661,0.414,7.0,-11.908,1.0,0.0657,0.737,1.69e-06,0.235,0.508,100.044,127809.0,Chillout 2023,False
1646,Falling Into You,2hF8CiE8uyEFzVUKITGKZD,7ozIozDp260fjNOZy1yzRG,0.702,0.336,1.0,-14.314,1.0,0.0772,0.573,7.03e-05,0.231,0.27,104.876,157134.0,Chillout 2023,False
1647,What I'm Looking For,6NrLhWohJARHxqQRW1cLGg,7ozIozDp260fjNOZy1yzRG,0.427,0.359,5.0,-13.39,1.0,0.0577,0.265,1.43e-05,0.091,0.135,98.233,124615.0,Chillout 2023,False
1648,A Way of Life,6DHYWelHYuynVVPv2m58wl,4MdI4iitwoDXP7odDScsfN,0.0923,0.031,2.0,-29.351,0.0,0.0454,0.895,0.916,0.0766,0.0344,86.636,483707.0,OST,True
1649,Tessa,2MaUwANhrU6KF8AK71ezsX,4MdI4iitwoDXP7odDScsfN,0.204,0.268,4.0,-14.946,1.0,0.0368,0.861,0.794,0.07,0.0454,120.038,345467.0,OST,True
1650,Now We Are Free,11IXRdEjiH0KL8nh4G1j7d,4MdI4iitwoDXP7odDScsfN,0.328,0.219,9.0,-18.595,1.0,0.0337,0.579,0.0991,0.104,0.0387,138.022,254293.0,OST,True
1651,Time,6ZFbXIJkuI1dVNWvzJzown,4MdI4iitwoDXP7odDScsfN,0.286,0.0968,7.0,-16.806,1.0,0.0323,0.178,0.696,0.0861,0.0395,62.881,275556.0,OST,True
1652,Death of a Legend,5VenxhH7Ejj1CU9rzIRwN6,4MdI4iitwoDXP7odDScsfN,0.128,0.145,0.0,-23.962,1.0,0.0375,0.58,0.951,0.0712,0.0333,52.946,146635.0,OST,False
1653,Bjorn Vows Revenge,3tLDpINhOTRu65bi9jarVD,4MdI4iitwoDXP7odDScsfN,0.194,0.0651,0.0,-24.583,0.0,0.0382,0.769,0.874,0.103,0.0296,87.747,174240.0,OST,True
1654,Even for You,55nTWxTugqCJR1MrtEmkNF,4MdI4iitwoDXP7odDScsfN,0.17,0.181,9.0,-15.291,0.0,0.0443,0.734,0.904,0.0969,0.036,123.616,136373.0,OST,True
1655,The Ride of the Rohirrim,2l0xjJ6Fj72Bw4ReAJBrAo,4MdI4iitwoDXP7odDScsfN,0.218,0.207,7.0,-17.539,1.0,0.035,0.89,0.918,0.0891,0.155,132.606,128693.0,OST,True
1656,"The Breaking of the Fellowship (feat. ""In Dreams"")",1ykbtFnlIjmIFnZ8j6wg6i,4MdI4iitwoDXP7odDScsfN,0.131,0.137,2.0,-20.553,1.0,0.0387,0.934,0.485,0.087,0.0465,78.577,440800.0,OST,True
1657,Statues,2AFFaiIlripSpcTYZXNL7f,4MdI4iitwoDXP7odDScsfN,0.349,0.229,1.0,-20.614,1.0,0.0356,0.537,0.889,0.107,0.0656,129.046,142773.0,OST,False
1658,My Name Is Barbossa,5dUQ00lCQ8IPMs149DIdhf,4MdI4iitwoDXP7odDScsfN,0.0967,0.33,5.0,-10.535,1.0,0.035,0.825,0.878,0.0784,0.0441,88.631,333547.0,OST,True
1659,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,51v7yO07BdGgP6hv0OaDe2,4MdI4iitwoDXP7odDScsfN,0.221,0.32,6.0,-11.829,1.0,0.0315,0.47,0.864,0.114,0.234,103.511,116480.0,OST,False
1660,"Becoming one of ""The People"" Becoming one with Neytiri",1UBd7aWHZCz8yirI9KCvAU,4MdI4iitwoDXP7odDScsfN,0.0993,0.0902,1.0,-26.307,1.0,0.0428,0.692,0.85,0.0745,0.0382,71.062,463707.0,OST,True
1661,Nuvole Bianche,3weNRklVDqb4Rr5MhKBR3D,4MdI4iitwoDXP7odDScsfN,0.191,0.0582,8.0,-25.398,1.0,0.0578,0.961,0.89,0.0941,0.0454,132.614,357707.0,OST,False
1662,Remember,3BUT32qmBXmlqp3EJkgRfp,4MdI4iitwoDXP7odDScsfN,0.109,0.403,2.0,-13.027,0.0,0.0375,0.564,0.697,0.137,0.134,181.935,189867.0,OST,False
1663,Once There Were Dragons,1CVRLvL9RrM4JSlNzokHPm,4MdI4iitwoDXP7odDScsfN,0.157,0.294,9.0,-17.55,0.0,0.0405,0.572,0.767,0.108,0.0798,143.949,345006.0,OST,False
1664,He's a Pirate,4AD2dterIUjNt1LFNI9Bvi,4MdI4iitwoDXP7odDScsfN,0.453,0.695,10.0,-10.953,1.0,0.0554,0.0223,0.962,0.117,0.126,70.425,90427.0,OST,False
1665,The Night King,1aDklx1GaBqHFowCzz63wU,4MdI4iitwoDXP7odDScsfN,0.182,0.0651,10.0,-16.341,1.0,0.0462,0.942,0.886,0.111,0.038,60.812,530532.0,OST,False
1666,Free the Wind,286rz8XhQWMLVuHIMgWscc,4MdI4iitwoDXP7odDScsfN,0.324,0.112,3.0,-25.77,1.0,0.0429,0.994,0.927,0.157,0.263,103.329,173480.0,OST,False
1667,Katawaredoki,4WedBZTeFawYCBCgfj36iK,4MdI4iitwoDXP7odDScsfN,0.548,0.0956,5.0,-14.196,1.0,0.0468,0.964,0.905,0.0933,0.22,129.933,170027.0,OST,True
1668,Forbidden Friendship,0S7XIu0dn63ayGxjefd5It,4MdI4iitwoDXP7odDScsfN,0.279,0.295,6.0,-15.135,1.0,0.035,0.859,0.94,0.547,0.381,129.169,251093.0,OST,False
1669,The Way of the Sword,7A1sEZUvLbbbRyOsCJ2vj2,4MdI4iitwoDXP7odDScsfN,0.151,0.267,4.0,-16.329,0.0,0.0451,0.0874,0.93,0.0868,0.0358,136.864,479013.0,OST,False
1670,A Small Measure of Peace,0k1zElVBehCAzAa975af71,4MdI4iitwoDXP7odDScsfN,0.0813,0.111,2.0,-20.458,0.0,0.0464,0.778,0.802,0.136,0.0338,171.576,479680.0,OST,True
1671,All might with U.A. Students,59h3i22MBicerNR1llNXqv,4MdI4iitwoDXP7odDScsfN,0.396,0.719,8.0,-8.351,1.0,0.0411,0.0756,0.836,0.0831,0.422,149.989,149320.0,OST,True
1672,From Me to You,34OP5ugxs1t3RaiJlyqJRb,4MdI4iitwoDXP7odDScsfN,0.191,0.261,3.0,-12.067,1.0,0.0353,0.721,0.859,0.19,0.133,135.469,81667.0,OST,False
1673,Hope (Xavier's Theme),5ryUtBADP0w838HUJAmNKY,4MdI4iitwoDXP7odDScsfN,0.355,0.0748,9.0,-21.293,0.0,0.0334,0.865,0.897,0.0699,0.0395,131.956,288053.0,OST,True
1674,The Last of the Starks,4fXqpIzgHDBhylBBOLOKVX,4MdI4iitwoDXP7odDScsfN,0.174,0.314,0.0,-14.642,0.0,0.0395,0.309,0.845,0.0977,0.0375,120.113,292491.0,OST,False
1675,Sherwood Forest,51zjgYMqhtxjYckGppYoce,4MdI4iitwoDXP7odDScsfN,0.274,0.127,9.0,-21.024,0.0,0.033,0.924,0.949,0.123,0.0739,91.336,139547.0,OST,False
1676,Robin Speaks,0qwodlILfsM9NDnwcxfBAn,4MdI4iitwoDXP7odDScsfN,0.0723,0.107,2.0,-19.819,1.0,0.0503,0.939,0.938,0.108,0.0283,79.497,153013.0,OST,False
1677,Fate Has Smiled Upon Us,1kLma9S0L4y3u5E28ss9Ut,4MdI4iitwoDXP7odDScsfN,0.277,0.394,4.0,-13.977,0.0,0.047,0.952,0.892,0.216,0.0397,91.318,122347.0,OST,False
1678,Run Free,75OrTolKEnimJj625JUIft,4MdI4iitwoDXP7odDScsfN,0.219,0.578,7.0,-12.249,1.0,0.0615,0.0293,0.927,0.108,0.174,135.061,381200.0,OST,True
1679,上,5N5iImDfoQ4IF3YvXBpxPX,4MdI4iitwoDXP7odDScsfN,0.255,0.954,5.0,-3.553,1.0,0.227,0.00123,0.918,0.111,0.406,179.972,241080.0,OST,True
1680,『欲』,69ImxLhTWjSRBl2nGspu9C,4MdI4iitwoDXP7odDScsfN,0.49,0.867,11.0,-9.36,0.0,0.0563,0.228,0.904,0.118,0.226,89.966,211000.0,OST,True
1681,Theme From Schindler's List (Reprise),2Xa0M5kcQHdZHde9ktiXg2,4MdI4iitwoDXP7odDScsfN,0.141,0.0116,7.0,-33.197,0.0,0.0384,0.955,0.928,0.0893,0.0881,72.017,179000.0,OST,False
1682,Celui Que Je Désire,3g1uQg7XgdxvNu0xNMUUC9,4MdI4iitwoDXP7odDScsfN,0.225,0.3,0.0,-15.263,0.0,0.0488,0.533,0.14,0.0935,0.0414,126.947,229825.0,OST,False
1683,The Aftermath,0N4HuYLeWZmo87lwctkFn6,4MdI4iitwoDXP7odDScsfN,0.191,0.365,6.0,-12.731,0.0,0.0369,0.481,0.959,0.0997,0.0392,89.531,188142.0,OST,False
1684,Shang-Chi Main Theme,3ROMQLV9N3HjrcqvV88dSP,4MdI4iitwoDXP7odDScsfN,0.324,0.766,9.0,-8.478,0.0,0.0776,0.0261,0.844,0.102,0.0399,174.017,221808.0,OST,False
1685,Again (Your Lie in April) - Ghibli Piano and Violin Version,5dqE6Tv6bWU2XCN2qdAB2n,4MdI4iitwoDXP7odDScsfN,0.419,0.189,6.0,-12.242,1.0,0.0308,0.981,0.202,0.103,0.141,71.964,212474.0,OST,False
1686,Okinawa Battlefield,4TyMkWzFaZIYH52DpBuISz,4MdI4iitwoDXP7odDScsfN,0.164,0.176,4.0,-18.521,0.0,0.0343,0.626,0.905,0.0431,0.0292,110.183,239373.0,OST,False
1687,Canaid Lia Fáil (feat. Julie Fowlis),6rfcm5QZnVUxENbup0P6ZD,4MdI4iitwoDXP7odDScsfN,0.323,0.479,8.0,-12.411,0.0,0.0556,0.854,0.0164,0.1,0.138,155.034,207668.0,OST,False
1688,Leave No Man Behind,0eNT9B4PjPpzmOTFSbUWjh,4MdI4iitwoDXP7odDScsfN,0.286,0.185,9.0,-15.67,0.0,0.0319,0.78,0.952,0.0878,0.0541,84.032,378760.0,OST,True
1689,The Medallion Calls,35gFlKdC4Pmo88Go1cVrae,4MdI4iitwoDXP7odDScsfN,0.368,0.361,2.0,-12.536,0.0,0.0312,0.576,0.959,0.0985,0.0868,96.456,112507.0,OST,False
1690,"Yoriichi's Theme (From ""Demon Slayer Season 2: Entertainment District"") - Lullaby Version",4d2Ew3gDoGQpGlnlydzOFm,4MdI4iitwoDXP7odDScsfN,0.465,0.387,0.0,-8.583,0.0,0.0259,0.861,0.495,0.0652,0.297,91.962,85258.0,OST,False
1691,Might*U,3YfBeHLGH9EhRPVHYaQMyD,4MdI4iitwoDXP7odDScsfN,0.213,0.333,7.0,-8.93,1.0,0.0326,0.628,0.000401,0.102,0.0689,113.321,389160.0,OST,False
1692,ハーケン,7HBkUALQjiFyE4PI80HLgJ,4MdI4iitwoDXP7odDScsfN,0.212,0.407,0.0,-12.419,1.0,0.0308,0.0342,0.832,0.102,0.0955,149.661,199587.0,OST,True
1693,Fairy Tail Main Theme - Slow ver.,1ADsAp80fs3TVEkRnqfJje,4MdI4iitwoDXP7odDScsfN,0.179,0.421,5.0,-7.51,1.0,0.0347,0.0636,0.752,0.201,0.049,76.853,154613.0,OST,True
1694,The Fighter (feat. Ryan Tedder),77ZdAoTHYoF6Umo76HFD4m,5nTltQ4wLYhQzVi9J86LLT,0.592,0.926,7.0,-3.469,1.0,0.126,0.0775,0.0,0.187,0.432,99.018,228533.0,Gym,True
1695,Till I Collapse,4xkOaSrkexMciUUogZKVTS,5nTltQ4wLYhQzVi9J86LLT,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447,297787.0,Gym,True
1696,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,5nTltQ4wLYhQzVi9J86LLT,0.749,0.925,10.0,-5.034,1.0,0.227,0.241,0.0,0.52,0.641,86.989,263373.0,Gym,True
1697,Not Afraid,7Ie9W94M7OjPoZVV216Xus,5nTltQ4wLYhQzVi9J86LLT,0.855,0.954,0.0,-1.19,0.0,0.264,0.529,0.0,0.205,0.668,114.635,248133.0,Gym,True
1698,No Love,7bHT9osSq1rwT2yaImzqCi,5nTltQ4wLYhQzVi9J86LLT,0.522,0.932,11.0,-2.87,1.0,0.255,0.119,0.0,0.177,0.33,129.473,299507.0,Gym,True
1699,Cinderella Man,4SE4yewyGpOYfxfx59Yjc5,5nTltQ4wLYhQzVi9J86LLT,0.679,0.908,8.0,-3.411,1.0,0.202,0.234,0.0,0.0821,0.687,85.918,279013.0,Gym,True
1700,Untitled,44ut2KJnt0HQMnUaMlDv9W,5nTltQ4wLYhQzVi9J86LLT,0.857,0.841,11.0,-2.839,1.0,0.103,0.34,0.0,0.161,0.74,112.023,194440.0,Gym,True
1701,What's Up Danger (with Black Caviar),5zsHmE2gO3RefVsPyw2e3T,5nTltQ4wLYhQzVi9J86LLT,0.701,0.755,2.0,-5.82,1.0,0.0417,0.00363,0.000795,0.121,0.116,95.036,222307.0,Gym,True
1702,Phenomenal,4e5lEqydMatcEio6ef9Dpf,5nTltQ4wLYhQzVi9J86LLT,0.64,0.841,1.0,-2.426,0.0,0.0466,0.153,0.0,0.0457,0.0471,121.075,282547.0,Gym,True
1703,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",23dwrzeJtEEGl2U4CPWSor,5nTltQ4wLYhQzVi9J86LLT,0.545,0.975,10.0,-3.193,0.0,0.454,0.17,0.0,0.145,0.609,123.906,131674.0,Gym,True
1704,The Fear,2cppGOIz0cuDnKoGzrDsJQ,5nTltQ4wLYhQzVi9J86LLT,0.498,0.628,7.0,-5.709,0.0,0.0317,0.00686,0.0,0.362,0.218,138.099,183853.0,Gym,True
1705,Remember the Name (feat. Styles of Beyond),6ljbkNIzfmFrGyYUTUAleN,5nTltQ4wLYhQzVi9J86LLT,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493.0,Gym,True
1706,POWER,2gZUPNdnz5Y45eiGxpHGSc,5nTltQ4wLYhQzVi9J86LLT,0.542,0.914,0.0,-4.747,0.0,0.113,0.0161,0.0,0.744,0.576,153.993,292093.0,Gym,True
1707,Fast Lane,2c5Isyd07hWsl7AQia2Dig,5nTltQ4wLYhQzVi9J86LLT,0.615,0.871,1.0,-3.804,1.0,0.281,0.0388,0.0,0.246,0.338,119.149,249560.0,Gym,True
1708,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",3r9m79pHykbs4FrCXlq1oO,5nTltQ4wLYhQzVi9J86LLT,0.585,0.714,1.0,-4.117,0.0,0.116,0.25,0.0,0.0556,0.227,103.051,258680.0,Gym,True
1709,"Ptazeta: Bzrp Music Sessions, Vol. 45",4axxCbc4tWlpqHP5UbJMc3,5nTltQ4wLYhQzVi9J86LLT,0.829,0.81,2.0,-4.801,1.0,0.144,0.0424,0.0,0.0748,0.707,114.044,161485.0,Gym,True
1710,"Nicky Jam: Bzrp Music Sessions, Vol. 41",03LfOYi0icz4souspZVVhq,5nTltQ4wLYhQzVi9J86LLT,0.627,0.849,1.0,-3.167,0.0,0.153,0.0913,0.0,0.145,0.818,89.907,158087.0,Gym,True
1711,Dirty Little Animals (from the series Arcane League of Legends),3GAkqaCeVaT4CxHR06Eztc,5nTltQ4wLYhQzVi9J86LLT,0.582,0.84,1.0,-6.385,0.0,0.325,0.0327,0.0,0.483,0.596,105.965,205189.0,Gym,True
1712,Misfit Toys (from the series Arcane League of Legends),40giNwfX1pR3smltxvs3dB,5nTltQ4wLYhQzVi9J86LLT,0.65,0.675,1.0,-5.844,1.0,0.194,0.00681,0.0,0.0989,0.368,99.86,189692.0,Gym,True
1713,Dynasties and Dystopia (from the series Arcane League of Legends),2k2RPHMeyercU9PauiKNbU,5nTltQ4wLYhQzVi9J86LLT,0.703,0.834,1.0,-5.134,1.0,0.0602,0.0139,0.0,0.1,0.863,153.968,178080.0,Gym,True
1714,Dreaming,46XpZgZjDK9Vpz5TBZUiYu,37i9dQZEVXcJeoEfpyxSVE,0.848,0.49,1.0,-10.753,0.0,0.0686,0.462,9.66e-05,0.26,0.58,114.006,138947.0,Discover Weekly,False
1715,Man on the Moon,39PyVPJfBSIFmnwgDlM8DM,37i9dQZEVXcJeoEfpyxSVE,0.711,0.654,1.0,-5.137,1.0,0.0378,0.00486,0.000109,0.053,0.544,123.961,186210.0,Discover Weekly,False
1716,Fire in the Night,2rrTzAc5EVDQitp29f9MWs,37i9dQZEVXcJeoEfpyxSVE,0.646,0.5,0.0,-10.926,1.0,0.0326,0.538,0.0,0.132,0.32,102.006,223529.0,Discover Weekly,False
1717,Stay Here,1deVS4eyoifYKh1YyMwucz,37i9dQZEVXcJeoEfpyxSVE,0.675,0.332,10.0,-10.281,1.0,0.037,0.814,1.9e-06,0.108,0.108,132.109,221436.0,Discover Weekly,False
1718,Young and Free,0g9szBfsw5JeCN0yTxLReV,37i9dQZEVXcJeoEfpyxSVE,0.592,0.417,6.0,-10.784,1.0,0.0299,0.109,0.000523,0.111,0.381,133.923,202520.0,Discover Weekly,False
1719,You Are My Person,6YAIsGT6u91bWeG64BGasX,37i9dQZEVXcJeoEfpyxSVE,0.529,0.647,2.0,-7.28,1.0,0.0749,0.33,0.00481,0.0615,0.878,189.862,167500.0,Discover Weekly,False
1720,Som Ocells,6cX6NxkQfz67Zq0FtlnOJf,37i9dQZEVXcJeoEfpyxSVE,0.644,0.404,1.0,-9.094,1.0,0.069,0.566,0.0,0.0956,0.547,74.96,178764.0,Discover Weekly,False
1721,Days I Will Remember,5T24Zh9FPZ7Ku6NjrJZmcn,37i9dQZEVXcJeoEfpyxSVE,0.692,0.449,6.0,-9.79,1.0,0.122,0.265,0.0,0.183,0.653,98.039,214239.0,Discover Weekly,False
1722,"Aquí, ahora y así - Estrella Damm 2022",3NgIOGvXFNFNDNQWvMkGyN,37i9dQZEVXcJeoEfpyxSVE,0.597,0.667,7.0,-8.788,0.0,0.0425,0.149,0.00346,0.092,0.31,134.999,198165.0,Discover Weekly,False
1723,It's Alright,4pY7tLZT8UXx3Sg1fdRFMp,37i9dQZEVXcJeoEfpyxSVE,0.627,0.726,1.0,-6.604,1.0,0.0319,0.336,0.0021,0.116,0.286,120.031,170000.0,Discover Weekly,False
1724,It's a Beautiful Day,1MxyAbN0O1JfAe7mqnao1W,37i9dQZEVXcJeoEfpyxSVE,0.656,0.636,0.0,-7.557,1.0,0.0422,0.174,0.0,0.124,0.512,108.039,182554.0,Discover Weekly,False
1725,Asfalto y gasolina,2yu7aVlr91R3m0fwItKdvX,37i9dQZEVXcJeoEfpyxSVE,0.61,0.907,11.0,-5.072,1.0,0.0904,0.0182,0.0,0.258,0.645,127.036,211470.0,Discover Weekly,False
1726,Blindly,5lXyrcuo6SyG1esQHyLb2g,37i9dQZEVXcJeoEfpyxSVE,0.745,0.609,8.0,-6.272,1.0,0.111,0.139,0.0,0.0842,0.534,125.181,175800.0,Discover Weekly,False
1727,Children Of The Sun,193lysh9P7kdDj4pa0Q8pE,37i9dQZEVXcJeoEfpyxSVE,0.609,0.703,7.0,-7.487,1.0,0.0475,0.384,1.92e-05,0.109,0.622,117.872,205424.0,Discover Weekly,False
1728,Sugar in a Bowl,5MKfqLrtXhoq4zZu86BPzA,37i9dQZEVXcJeoEfpyxSVE,0.587,0.325,10.0,-13.432,1.0,0.0796,0.382,8.21e-05,0.362,0.429,75.899,168627.0,Discover Weekly,False
1729,Dreaming Awake,77cfGytiZtDyWyy3iyA5By,37i9dQZEVXcJeoEfpyxSVE,0.681,0.492,3.0,-12.038,1.0,0.0489,0.586,6.83e-06,0.189,0.198,120.05,213359.0,Discover Weekly,False
1730,Me Without You,79EnFHmgagu3GF6M1yfLMB,37i9dQZEVXcJeoEfpyxSVE,0.57,0.571,11.0,-7.76,0.0,0.0347,0.019,0.000662,0.0971,0.78,200.072,167498.0,Discover Weekly,False
1731,Autumn's Melody,3HSeB2MUY7PtNdP1nQMhJE,37i9dQZEVXcJeoEfpyxSVE,0.401,0.218,11.0,-19.095,0.0,0.0328,0.486,0.853,0.111,0.0387,90.515,146471.0,Discover Weekly,False
1732,Just Begun,67bMNwh9tvs0oItiStE1hZ,37i9dQZEVXcJeoEfpyxSVE,0.651,0.689,0.0,-5.728,1.0,0.0414,0.24,3.04e-05,0.606,0.668,120.033,180000.0,Discover Weekly,False
1733,Moon Song,6E7q1l3npZvnmXF5ChVWiC,37i9dQZEVXcJeoEfpyxSVE,0.601,0.455,10.0,-9.425,1.0,0.0652,0.6,0.0,0.114,0.31,132.181,224810.0,Discover Weekly,False
1734,Sweet Escape,3sz8Gn0fOmXmyXOaPSWBJ9,5U2MYFAcQ3yT7XbHYgGPmb,0.566,0.851,2.0,-3.799,1.0,0.0389,0.0736,1.07e-06,0.198,0.511,126.046,232533.0,House,False
1735,From Now On,12Vx40wfME4VOq5D4qHFu5,37i9dQZEVXcJeoEfpyxSVE,0.593,0.74,0.0,-4.989,1.0,0.0261,0.176,0.0,0.104,0.133,109.986,242747.0,Discover Weekly,False
1736,Bed of the Lake,7iNjVO9DAaW0uGoqDjk9rG,37i9dQZEVXcJeoEfpyxSVE,0.623,0.38,9.0,-7.27,1.0,0.0321,0.668,0.0,0.0885,0.243,168.062,245163.0,Discover Weekly,False
1737,Have a Good Life (See You Never),5N3O4ndq55dBE3N4H9SuHV,37i9dQZEVXcJeoEfpyxSVE,0.681,0.454,11.0,-10.938,1.0,0.0471,0.482,2.23e-06,0.101,0.473,89.948,181133.0,Discover Weekly,False
1738,Garden,18RAcbwi6NAeHbeFaufyAE,37i9dQZEVXcJeoEfpyxSVE,0.658,0.592,7.0,-10.083,0.0,0.0388,0.203,0.00042,0.115,0.326,120.033,196258.0,Discover Weekly,False
1739,Soothing Tension,06o7YdqanB0LO3gXjq4PXM,37i9dQZEVXcJeoEfpyxSVE,0.367,0.836,2.0,-7.061,0.0,0.18,0.0215,0.0356,0.183,0.0928,124.034,236129.0,Discover Weekly,False
1740,Cold Ain't For Me,0akznwBCaPCVAtiGblDtHt,35oLMiAK4VM2T0ek3PTPIc,0.643,0.84,7.0,-3.423,1.0,0.031,0.00212,0.0,0.391,0.356,105.027,205812.0,Chillin',False
1741,Love That We Need,0pzJr2O1L6K3LPvXzNm36F,35oLMiAK4VM2T0ek3PTPIc,0.579,0.776,9.0,-6.594,0.0,0.0478,0.0023,3.36e-06,0.255,0.565,123.95,177170.0,Chillin',False
1742,Dying Bird (feat. Joakim Wilow),2qBqZ0hW3QsmCR2DFyavJJ,35oLMiAK4VM2T0ek3PTPIc,0.66,0.684,7.0,-8.073,1.0,0.113,0.0269,5.36e-06,0.277,0.61,109.963,188653.0,Chillin',False
1743,Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,35oLMiAK4VM2T0ek3PTPIc,0.72,0.741,10.0,-6.529,0.0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,198053.0,Chillin',False
1744,I Don't Love You (I'm Just Lonely),2dY1QsrYUeWDtSCvXlx0WW,35oLMiAK4VM2T0ek3PTPIc,0.872,0.763,0.0,-6.399,1.0,0.0495,0.0658,0.000525,0.0926,0.832,118.968,182606.0,Chillin',False
1745,Location,2nhj6BgAq6DOmgeiLd3WJL,35oLMiAK4VM2T0ek3PTPIc,0.778,0.667,10.0,-5.584,0.0,0.0439,0.472,0.000196,0.149,0.521,99.992,187573.0,Chillin',False
1746,Howling At The Moon,4SGOZ3lXQHWtOL3bfzqqFi,35oLMiAK4VM2T0ek3PTPIc,0.714,0.671,0.0,-4.96,1.0,0.0305,0.196,0.0,0.252,0.605,127.933,185784.0,Chillin',False
1747,Mine Tonight,3IWJfeW1QvSTlYCW4Y9CSY,35oLMiAK4VM2T0ek3PTPIc,0.652,0.921,8.0,-2.82,0.0,0.0393,0.214,0.0491,0.753,0.532,125.017,187765.0,Chillin',False
1748,Call Me Up - Sebastien Remix,4RCMsYncj7cNtb2OPObVXG,35oLMiAK4VM2T0ek3PTPIc,0.781,0.693,9.0,-5.487,1.0,0.0347,0.0165,0.00224,0.0767,0.346,119.974,188098.0,Chillin',False
1749,Summer Love,0U03yCTPMvaQ03iGGGb7XU,35oLMiAK4VM2T0ek3PTPIc,0.814,0.621,8.0,-6.579,1.0,0.0768,0.171,5.44e-06,0.0707,0.721,115.969,208814.0,Chillin',False
